1585590249-0032-000|1584188932670714|1584189070488709|137817995|1585590250|01416901
1585590249-0032-000|1584191498254558|1584191641617481|143362923|1585590253|02464903
1585590249-0032-000|1584194075140154|1584194229475168|154335014|1585590255|02487076
1585590249-0032-000|1584196678206797|1584196823737958|145531161|1585590258|02508031
1585590249-0032-000|1584199286782769|1584199429953954|143171185|1585590261|02495757
1585590249-0032-000|1584201939729864|1584202101330244|161600380|1585590263|02571581
1585590249-0032-000|1584204595284496|1584204737777930|142493434|1585590266|02527904
1585590249-0032-000|1584207187649688|1584207340514704|152865016|1585590269|02500593
1585590249-0032-000|1584209893580203|1584210033325579|139745376|1585590271|02599073
1585590249-0032-000|1584212503937126|1584212657338853|153401727|1585590274|02520017
1585590249-0032-000|1584215166003720|1584215316710529|150706809|1585590277|02563689
1585590249-0032-000|1584217811419648|1584217965350290|153930642|1585590279|02551842
1585590249-0032-000|1584220474504058|1584220633881117|159377059|1585590282|02557757
1585590249-0032-000|1584223078825512|1584223236318374|157492862|1585590284|02505672
1585590249-0032-000|1584225736362164|1584225896361392|159999228|1585590287|02560002
1585590249-0032-000|1584228420905855|1584228553966633|133060778|1585590290|02561628
1585590249-0032-000|1584231046837739|1584231205645654|158807915|1585590292|02550324
1585590249-0032-000|1584233814983913|1584233969172919|154189006|1585590295|02659313
1585590249-0032-000|1584236531015152|1584236689235810|158220658|1585590298|02619930
1585590249-0032-000|1584239226371008|1584239371111197|144740189|1585590301|02595769
1585590249-0032-000|1584242268552723|1584242413597540|145044817|1585590304|02931746
1585590249-0032-000|1584245117077459|1584245270568252|153490793|1585590306|02763985
1585590249-0032-000|1584247831482995|1584247977377421|145894426|1585590309|02603709
1585590249-0032-000|1584250500288433|1584250652230243|151941810|1585590312|02571792
1585590249-0032-000|1584253124801498|1584253265283343|140481845|1585590314|02507679
1585590249-0032-000|1584255845586952|1584256019308403|173721451|1585590317|02655972
1585590249-0032-000|1584258506729037|1584258657478058|150749021|1585590320|02539812
1585590249-0032-000|1584261172623287|1584261322617063|149993776|1585590323|02563763
1585590249-0032-000|1584263774284764|1584263910508897|136224133|1585590325|02499810
1585590249-0032-000|1584266328619868|1584266455563697|126943829|1585590328|02447899
1585590249-0032-000|1584268911542031|1584269047128860|135586829|1585590330|02483847
1585590249-0032-000|1584271546627375|1584271686648184|140020809|1585590333|02535784
1585590249-0032-000|1584274154601509|1584274293872083|139270574|1585590336|02513489
1585590249-0032-000|1584276787989407|1584276937583930|149594523|1585590338|02534162
