1585490002-0000-000|1483940862910272|1483940869717450|6807178|00017195
1585490002-0000-000|1483940925283780|1483940932050864|6767084|00012184
1585490002-0000-000|1483940987553243|1483940994230066|6676823|00012035
1585490002-0000-000|1483941051593424|1483941061518227|9924803|00017544
1585490002-0000-000|1483941117865066|1483941124753551|6888485|00012752
1585490002-0000-000|1483941180647001|1483941187307378|6660377|00012216
1585490002-0000-000|1483941242871623|1483941249932865|7061242|00012510
1585490002-0000-000|1483941305522277|1483941312179652|6657375|00012008
1585490002-0000-000|1483941367849141|1483941374661932|6812791|00012488
1585490002-0000-000|1483941430714168|1483941437522727|6808559|00012659
1585490002-0000-000|1483941493480021|1483941500384395|6904374|00012996
1585490002-0000-000|1483941556706413|1483941563886653|7180240|00013115
1585490002-0000-000|1483941619813871|1483941626985390|7171519|00012798
1585490002-0000-000|1483941683669829|1483941690683163|7013334|00013527
1585490002-0000-000|1483941746652811|1483941753736565|7083754|00012967
1585490002-0000-000|1483941809993761|1483941816844301|6850540|00013092
1585490002-0000-000|1483941873168283|1483941881065693|7897410|00013875
1585490002-0000-000|1483941937545408|1483941944764126|7218718|00013561
1585490002-0000-000|1483942000744585|1483942007512657|6768072|00012522
1585490002-0000-000|1483942064387058|1483942072892456|8505398|00015173
1585490002-0000-000|1483942128796093|1483942135955914|7159821|00013052
1585490002-0000-000|1483942191658684|1483942198257094|6598410|00011905
1585490002-0000-000|1483942254757856|1483942261639827|6881971|00013331
1585490002-0000-000|1483942317595180|1483942324539816|6944636|00012692
1585490002-0000-000|1483942380107137|1483942387031395|6924258|00012336
1585490002-0000-000|1483942443501317|1483942451371293|7869976|00014191
1585490002-0000-000|1483942507554542|1483942514331091|6776549|00012681
1585490002-0000-000|1483942570275298|1483942577293612|7018314|00012825
1585490002-0000-000|1483942633449439|1483942640555769|7106330|00013109
1585490002-0000-000|1483942696530182|1483942703784722|7254540|00013179
1585490002-0000-000|1483942759822508|1483942766877638|7055130|00012818
1585490002-0000-000|1483942822647667|1483942829438375|6790708|00012455
1585490002-0000-000|1483942885556175|1483942892772129|7215954|00013198
1585490002-0000-000|1483942949385622|1483942957725382|8339760|00014766
1585490002-0000-000|1483943015420415|1483943024163198|8742783|00016301
1585490002-0000-000|1483943080267520|1483943086874611|6607091|00012491
1585490002-0000-000|1483943142692350|1483943149447786|6755436|00012422
1585490002-0000-000|1483943205610592|1483943212734996|7124404|00013152
1585490002-0000-000|1483943268566375|1483943275498019|6931644|00012597
1585490002-0000-000|1483943334170658|1483943343651051|9480393|00018112
1585490002-0000-000|1483943400860221|1483943410513115|9652894|00016611
1585490002-0000-000|1483943466133220|1483943473069129|6935909|00012215
1585490002-0000-000|1483943530565748|1483943539689073|9123325|00016843
1585490002-0000-000|1483943597345866|1483943604551736|7205870|00014390
1585490002-0000-000|1483943660287445|1483943667065978|6778533|00012457
1585490002-0000-000|1483943723334878|1483943730477090|7142212|00013224
1585490002-0000-000|1483943786780344|1483943794095582|7315238|00013419
1585490002-0000-000|1483943850249468|1483943856998004|6748536|00012789
1585490002-0000-000|1483943913036559|1483943919927138|6890579|00012922
1585490002-0000-000|1483943976288075|1483943983323982|7035907|00012986
1585490002-0000-000|1483944041539898|1483944048617018|7077120|00015052
1585490002-0000-000|1483944106105994|1483944115940958|9834964|00017211
1585490002-0000-000|1483944173423009|1483944183327553|9904544|00017216
1585490002-0000-000|1483944239120392|1483944245835851|6715459|00012395
1585490002-0000-000|1483944302532317|1483944309721055|7188738|00013583
1585490002-0000-000|1483944365309449|1483944372368525|7059076|00012523
1585490002-0000-000|1483944428646472|1483944436343272|7696800|00014112
1585490002-0000-000|1483944492661877|1483944499213499|6551622|00012446
1585490002-0000-000|1483944555902841|1483944564165165|8262324|00014714
1585490002-0000-000|1483944622424342|1483944631656397|9232055|00017481
1585490002-0000-000|1483944687645435|1483944694346923|6701488|00012417
1585490002-0000-000|1483944750702171|1483944758453868|7751697|00013939
1585490002-0000-000|1483944814070030|1483944820740492|6670462|00012032
1585490002-0000-000|1483944876713522|1483944883793754|7080232|00013024
1585490002-0000-000|1483944939543918|1483944946292030|6748112|00012178
1585490002-0000-000|1483945003294916|1483945012741383|9446467|00016545
1585490002-0000-000|1483945068580681|1483945075566757|6986076|00012361
1585490002-0000-000|1483945131095678|1483945137975266|6879588|00012401
1585490002-0000-000|1483945193646398|1483945200860350|7213952|00012682
1585490002-0000-000|1483945256670246|1483945263431169|6760923|00012414
1585490002-0000-000|1483945319037382|1483945326111926|7074544|00012565
1585490002-0000-000|1483945381939218|1483945388532875|6593657|00012138
1585490002-0000-000|1483945445840323|1483945454608499|8768176|00016114
1585490002-0000-000|1483945510582754|1483945517532327|6949573|00012547
1585490002-0000-000|1483945574619550|1483945581462710|6843160|00013898
1585490002-0000-000|1483945638165506|1483945647528450|9362944|00015943
1585490002-0000-000|1483945703146333|1483945709893647|6747314|00012023
1585490002-0000-000|1483945765429229|1483945772271331|6842102|00012380
1585490002-0000-000|1483945828169877|1483945835331261|7161384|00012820
1585490002-0000-000|1483945891104211|1483945898063762|6959551|00012674
1585490002-0000-000|1483945953725801|1483945960882726|7156925|00012539
1585490002-0000-000|1483946016632399|1483946023362874|6730475|00012197
1585490002-0000-000|1483946079113920|1483946085904486|6790566|00012466
1585490002-0000-000|1483946141633215|1483946148411949|6778734|00012435
1585490002-0000-000|1483946204183485|1483946210991215|6807730|00012350
1585490002-0000-000|1483946266806537|1483946273580401|6773864|00012483
1585490002-0000-000|1483946330404583|1483946337163549|6758966|00013398
1585490002-0000-000|1483946393273363|1483946400126374|6853011|00012837
1585490002-0000-000|1483946456396227|1483946463960385|7564158|00013780
1585490002-0000-000|1483946519721477|1483946526553434|6831957|00012386
1585490002-0000-000|1483946586218085|1483946594639026|8420941|00017912
1585490002-0000-000|1483946650499247|1483946657672762|7173515|00012955
1585490002-0000-000|1483946714117376|1483946721203589|7086213|00013155
1585490002-0000-000|1483946776826980|1483946783432441|6605461|00012072
1585490002-0000-000|1483946839058928|1483946846028365|6969437|00012407
1585490002-0000-000|1483946901666987|1483946908454301|6787314|00012310
1585490002-0000-000|1483946964249466|1483946971330932|7081466|00012712
1585490002-0000-000|1483947026883119|1483947033613602|6730483|00012036
1585490002-0000-000|1483947089281625|1483947095886060|6604435|00012218
1585490002-0000-000|1483947151435257|1483947159095982|7660725|00013095
