1585925567 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585925567  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585925870  0  0      0 172352  29104 629188    0    0     0     0   34  107  1  0 99  0  0
1585925871  0  0      0 172352  29104 629188    0    0     0    12   39  115  0  1 99  0  0
1585925872  0  0      0 172352  29112 629188    0    0     0    28   43  132  0  0 100  0  0
1585925873  0  0      0 172352  29112 629188    0    0     0     0   29  106  0  0 100  0  0
1585925874  0  0      0 172352  29112 629188    0    0     0     0   33  122  0  0 100  0  0
1585925875  0  0      0 172352  29112 629188    0    0     0     0   27  100  0  1 99  0  0
1585925876  0  0      0 171724  29112 629188    0    0     0     0   40  133  1  0 99  0  0
1585925877  0  0      0 172260  29120 629188    0    0     0    12   71  250  1  1 98  0  0
1585925878  0  0      0 172260  29120 629188    0    0     0     0   30  112  0  0 100  0  0
1585925879  0  0      0 172260  29120 629188    0    0     0     0   32  111  0  0 100  0  0
1585925880  0  0      0 172260  29120 629188    0    0     0     0   30  117  0  0 100  0  0
1585925881  0  0      0 172260  29120 629188    0    0     0     4   39  127  0  0 100  0  0
1585925882  0  0      0 171748  29128 629332    0    0   108    28   69  343  0  2 98  0  0
1585925883 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585925883  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585925883  1  0      0 170336  29128 629348    0    0     0     0   57  159  1  1 98  0  0
1585925884  0  0      0 171408  29128 629348    0    0     0     0   44  214  1  1 98  0  0
1585925885  0  0      0 171248  29128 629348    0    0     0     0   74  347  1  0 99  0  0
1585925886  0  0      0 171248  29128 629352    0    0     0     0   34  114  0  1 99  0  0
1585925887  0  0      0 171248  29136 629352    0    0     0    44   44  146  1  0 99  0  0
1585925888  0  0      0 171280  29136 629352    0    0     0     0   43  221  0  1 99  0  0
1585925889  0  0      0 171280  29136 629352    0    0     0     0   34  113  0  0 100  0  0
1585925890  0  0      0 171280  29136 629352    0    0     0     0   63  232  2  0 98  0  0
1585925891  0  0      0 171280  29136 629356    0    0     0   396   64  283  0  0 86 14  0
1585925892  0  0      0 171312  29144 629356    0    0     0    56   45  138  0  0 99  1  0
1585925893  0  0      0 171312  29144 629356    0    0     0     0   35  110  0  0 100  0  0
1585925894  0  0      0 171344  29144 629356    0    0     0     0   37  245  0  0 100  0  0
1585925895  0  0      0 171344  29144 629356    0    0     0     0   37  124  0  1 99  0  0
1585925896  0  0      0 171344  29144 629356    0    0     0     0   31  105  0  0 100  0  0
1585925897  0  0      0 171344  29152 629356    0    0     0    12   53  239  1  1 98  0  0
1585925898  0  0      0 171344  29152 629356    0    0     0     0   34  116  0  1 99  0  0
1585925899  0  0      0 171344  29152 629356    0    0     0     0   32  113  0  0 100  0  0
1585925900  0  0      0 171376  29152 629356    0    0     0     0   35  194  1  0 99  0  0
1585925901  0  0      0 171376  29152 629356    0    0     0     0   28  106  0  0 100  0  0
1585925902  0  0      0 171376  29160 629356    0    0     0    12   49  149  0  0 100  0  0
1585925903  0  0      0 171376  29160 629356    0    0     0     0   41  208  0  0 100  0  0
1585925904 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585925904  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585925904  1  0      0 171376  29160 629356    0    0     0     0   28  110  0  0 100  0  0
1585925905  0  0      0 171252  29160 629356    0    0     0     0   38  139  1  1 98  0  0
1585925906  1  0      0 173236  29160 629492    0    0   100     0  312  912 29 31 39  0  0
1585925907  1  0      0 173108  29168 629488    0    0     0    28  541 1643 47 51  2  0  0
1585925908  1  0      0 173140  29168 629500    0    0     0     0  527 1587 54 44  2  0  0
1585925909  0  0      0 172692  29180 629996    0    0   428    32  455 1532 39 41 19  1  0
1585925910  0  0      0 172568  29180 629996    0    0     0     0   32   91  0  1 99  0  0
1585925911  0  0      0 172568  29180 629996    0    0     0     0   37  113  0  0 100  0  0
1585925912  2  0      0 169752  29192 629996    0    0     0    92  255  921 20 23 56  0  1
1585925913  2  0      0 169444  29192 630000    0    0     0     0  528 1745 41 59  0  0  0
1585925914  3  0      0 169380  29192 630012    0    0     0     0  512 1712 46 54  0  0  0
1585925915  3  0      0 169312  29192 630020    0    0     0     0  511 1806 42 57  1  0  0
1585925916  2  0      0 169248  29192 630040    0    0     0     0  526 1713 43 57  0  0  0
1585925917  2  0      0 169280  29200 630052    0    0     0    36  524 1784 44 56  0  0  0
1585925918  2  0      0 169376  29200 630060    0    0     0     0  507 1744 49 50  1  0  0
1585925919  0  0      0 169124  29200 630072    0    0     0     0  107  378  6  7 87  0  0
1585925920  0  0      0 169000  29200 630072    0    0     0     0   33  100  0  1 99  0  0
1585925921  0  0      0 169000  29200 630072    0    0     0     0   38  238  0  1 99  0  0
1585925922  3  0      0 166516  29208 630072    0    0     0   124  516 1732 44 56  0  0  0
1585925923  3  0      0 165892  29208 630084    0    0     0     0  514 1729 50 50  0  0  0
1585925924  3  0      0 165980  29208 630096    0    0     0     0  517 1877 46 54  0  0  0
1585925925 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585925925  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585925925  4  0      0 165852  29208 630112    0    0     0     0  529 1801 46 54  0  0  0
1585925926  3  0      0 165824  29208 630120    0    0     0     0  525 1739 49 51  0  0  0
1585925927  3  0      0 165920  29216 630132    0    0     0    20  524 1904 53 47  0  0  0
1585925928  3  0      0 165692  29216 630164    0    0     0    32  534 1778 45 55  0  0  0
1585925929  3  0      0 165504  29216 630160    0    0     0     0  538 1844 45 55  0  0  0
1585925930  3  0      0 163040  29216 630172    0    0     0     0  530 1876 50 50  0  0  0
1585925931  0  0      0 160452  29216 630192    0    0     0     0  413 1376 36 40 24  0  0
1585925932  0  0      0 164756  29224 630192    0    0     0    48   67  224  0  2 98  0  0
1585925933  0  0      0 167772  29224 630192    0    0     0     0   43  240  0  1 99  0  0
1585925934  3  0      0 167580  29224 630192    0    0     0     0   94  268  5 10 85  0  0
1585925935  4  0      0 165248  29224 630192    0    0     0     0  500 1453 51 49  0  0  0
1585925936  4  0      0 162392  29224 630204    0    0     0     0  522 1936 47 53  0  0  0
1585925937  4  0      0 161800  29232 630212    0    0     0   264  506 1587 42 58  0  0  0
1585925938  4  0      0 161492  29232 630224    0    0     0     0  535 1757 42 58  0  0  0
1585925939  4  0      0 161648  29232 630236    0    0     0     0  542 1887 48 52  0  0  0
1585925940  4  0      0 161552  29232 630296    0    0     0     0  507 1713 53 47  0  0  0
1585925941  4  0      0 161524  29232 630288    0    0     0    32  544 1842 46 54  0  0  0
1585925942  4  0      0 161304  29240 630268    0    0     0    68  475 1613 42 58  0  0  0
1585925943  4  0      0 161336  29240 630276    0    0     0     8  513 1624 47 53  0  0  0
1585925944  4  0      0 161336  29240 630284    0    0     0     0  510 1708 44 56  0  0  0
1585925945  4  0      0 161432  29240 630292    0    0     0     0  513 1783 50 50  0  0  0
1585925946 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585925946  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585925946  5  0      0 161336  29240 630304    0    0     0     0  514 1681 49 51  0  0  0
1585925947  4  0      0 161308  29248 630312    0    0     0    24  536 1804 48 52  0  0  0
1585925948  0  0      0 160100  29248 630340    0    0     0     0  474 1703 39 46 15  0  0
1585925949  0  0      0 164248  29248 630340    0    0     0     0   55  205  1  2 97  0  0
1585925950  0  0      0 167356  29248 630340    0    0     0     0   39  111  0  1 99  0  0
1585925951  3  0      0 167420  29248 630340    0    0     0     0  131  473  9 12 79  0  0
1585925952  4  0      0 164872  29256 630332    0    0     0    44  505 1513 40 60  0  0  0
1585925953  5  0      0 161760  29256 630356    0    0     0     0  504 1420 48 52  0  0  0
1585925954  5  0      0 161516  29256 630364    0    0     0     0  535 1980 47 53  0  0  0
1585925955  7  0      0 161420  29256 630376    0    0     0     0  527 1823 47 53  0  0  0
1585925956  5  0      0 160104  29280 630416    0    0     0   388  536 1782 44 56  0  0  0
1585925957  5  0      0 160956  29280 630396    0    0     0     0  527 1916 44 56  0  0  0
1585925958  5  0      0 161020  29280 630408    0    0     0    56  532 1798 45 55  0  0  0
1585925959  5  0      0 160924  29280 630428    0    0     0     0  512 1729 47 53  0  0  0
1585925960  5  0      0 160988  29280 630428    0    0     0     0  519 1892 43 57  0  0  0
1585925961  5  0      0 161052  29280 630436    0    0     0     0  506 1741 40 60  0  0  0
1585925962  5  0      0 160800  29288 630452    0    0     0    32  517 1757 46 54  0  0  0
1585925963  5  0      0 160888  29288 630472    0    0     0   192  520 1928 52 48  0  0  0
1585925964  5  0      0 160760  29288 630472    0    0     0     0  515 1777 48 52  0  0  0
1585925965  5  0      0 160856  29288 630480    0    0     0     0  506 1729 40 60  0  0  0
1585925966  5  0      0 160792  29288 630492    0    0     0     0  518 1922 47 53  0  0  0
1585925967 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585925967  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585925967  6  0      0 159816  29296 630512    0    0     0    36  525 1781 47 53  0  0  0
1585925968  0  0      0 161224  29296 630524    0    0     0   280  255  869 21 20 59  0  0
1585925969  0  0      0 165464  29296 630524    0    0     0     0   76  350  1  0 99  0  0
1585925970  0  0      0 165504  29296 630524    0    0     0     0   53  121  1  0 99  0  0
1585925971  4  0      0 162644  29296 630532    0    0     0     0  349 1077 29 39 32  0  0
1585925972  5  0      0 161632  29304 630524    0    0     0    56  532 1885 46 54  0  0  0
1585925973  5  0      0 161228  29304 630544    0    0     0     0  518 1788 48 52  0  0  0
1585925974  5  0      0 161044  29304 630556    0    0     0     0  505 1695 42 58  0  0  0
1585925975  5  0      0 160948  29304 630576    0    0     0     0  500 1845 49 51  0  0  0
1585925976  5  0      0 160884  29304 630576    0    0     0     0  623 2045 46 54  0  0  0
1585925977  5  0      0 160824  29312 630592    0    0     0    32  515 1681 45 55  0  0  0
1585925978  5  0      0 160732  29312 630620    0    0     0    52  473 1546 46 54  0  0  0
1585925979  5  0      0 160544  29312 630620    0    0     0     0  501 1689 41 59  0  0  0
1585925980  5  0      0 160608  29312 630620    0    0     0     0  536 1801 46 54  0  0  0
1585925981  5  0      0 160296  29312 630632    0    0     0     0  575 1932 44 56  0  0  0
1585925982  5  0      0 160360  29320 630648    0    0     0    60  526 1729 42 58  0  0  0
1585925983  5  0      0 160296  29320 630668    0    0     0     0  525 1755 47 53  0  0  0
1585925984  5  0      0 160296  29320 630668    0    0     0     0  502 1789 47 53  0  0  0
1585925985  5  0      0 160392  29320 630676    0    0     0     0  530 1711 48 52  0  0  0
1585925986  6  0      0 160172  29320 630688    0    0     0     0  548 1816 44 56  0  0  0
1585925987  5  0      0 159384  29328 630708    0    0     0    16  530 1872 48 52  0  0  0
1585925988 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585925988  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585925988  6  0      0 160140  29328 630708    0    0     0     0  527 1699 46 54  0  0  0
1585925989  5  0      0 159484  29328 630716    0    0     0     4  540 1762 46 54  0  0  0
1585925990  3  0      0 160008  29328 630740    0    0     0     0  521 1711 45 55  0  0  0
1585925991  0  0      0 163180  29328 630744    0    0     0     0  109  358  7  6 87  0  0
1585925992  0  0      0 166392  29336 630736    0    0     0    32   39  111  0  1 99  0  0
1585925993  1  0      0 166412  29336 630744    0    0     0     0   29  141  0  1 99  0  0
1585925994  4  0      0 164080  29336 630748    0    0     0    76  395 1227 39 36 24  0  0
1585925995  5  0      0 161036  29336 630760    0    0     0     0  500 1644 46 54  0  0  0
1585925996  5  0      0 160544  29336 630760    0    0     0     0  521 1703 48 52  0  0  0
1585925997  5  0      0 160452  29344 630760    0    0     0    20  505 1775 45 55  0  0  0
1585925998  5  0      0 160580  29344 630788    0    0     0     0  500 1678 49 51  0  0  0
1585925999  5  0      0 160452  29344 630800    0    0     0   328  531 1697 48 52  0  0  0
1585926000  6  0      0 160424  29344 630800    0    0     0     0  537 1932 45 55  0  0  0
1585926001  5  0      0 158792  29344 631380    0    0   544     0  516 1600 46 54  0  0  0
1585926002  5  0      0 158568  29352 631372    0    0     0    24  489 1397 48 49  0  0  2
1585926003  5  0      0 158476  29352 631376    0    0     0     0  449 1491 43 55  0  0  2
1585926004  5  0      0 158320  29352 631376    0    0     0   312  489 1527 44 56  0  0  0
1585926005  5  0      0 158416  29352 631388    0    0     0     0  503 1600 45 55  0  0  0
1585926006  5  0      0 159388  29352 631408    0    0     0     0  503 1733 45 55  0  0  0
1585926007  5  0      0 160172  29360 631416    0    0     0    64  511 1658 48 52  0  0  0
1585926008  5  0      0 160236  29360 631416    0    0     0     0  533 1754 52 48  0  0  0
1585926009 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585926009  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585926009  6  0      0 160184  29360 631424    0    0     0     4  500 1526 46 54  0  0  0
1585926010  5  0      0 160024  29360 631444    0    0     0     0  498 1633 46 54  0  0  0
1585926011  5  0      0 160120  29360 631452    0    0     0     0  524 1745 48 52  0  0  0
1585926012  5  0      0 160184  29368 631444    0    0     0    40  518 1679 44 56  0  0  0
1585926013  5  0      0 160056  29368 631468    0    0     0     0  537 1801 41 58  0  0  1
1585926014  5  0      0 160152  29368 631488    0    0     0     0  507 1681 46 54  0  0  0
1585926015  5  0      0 160024  29368 631496    0    0     0     0  523 1732 48 52  0  0  0
1585926016  5  0      0 160080  29368 631496    0    0     0     0  519 1744 48 52  0  0  0
1585926017  5  0      0 160052  29376 631520    0    0     0    16  523 1692 43 57  0  0  0
1585926018  5  0      0 159956  29376 631532    0    0     0     0  516 1744 47 53  0  0  0
1585926019  0  0      0 162564  29376 631536    0    0     0     0  253  963 22 20 58  0  0
1585926020  0  0      0 165176  29376 631536    0    0     0     0   46  264  1  1 98  0  0
1585926021  0  0      0 165176  29376 631536    0    0     0     0   29   92  0  0 100  0  0
1585926022  4  0      0 161376  29384 631540    0    0     0    36  322  903 24 35 40  0  0
1585926023  5  0      0 159676  29384 631552    0    0     0     0  516 1769 41 59  0  0  0
1585926024  5  0      0 159336  29384 631552    0    0     0     0  505 1662 48 52  0  0  0
1585926025  5  0      0 159272  29384 631576    0    0     0     0  540 1848 49 51  0  0  0
1585926026  5  0      0 159368  29384 631584    0    0     0     0  518 1773 51 49  0  0  0
1585926027  5  0      0 158868  29392 631596    0    0     0    36  525 1713 48 52  0  0  0
1585926028  5  0      0 158932  29392 631596    0    0     0     0  520 1701 45 55  0  0  0
1585926029  5  0      0 159028  29392 631616    0    0     0     0  516 1868 45 55  0  0  0
1585926030 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585926030  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585926030  6  0      0 158016  29392 631624    0    0     0    64  527 1763 44 56  0  0  0
1585926031  5  0      0 158936  29392 631656    0    0    12     0  526 1874 40 60  0  0  0
1585926032  5  0      0 158808  29400 631648    0    0     0    56  502 1720 49 51  0  0  0
1585926033  5  0      0 158904  29400 631676    0    0     0     0  521 1775 48 52  0  0  0
1585926034  5  0      0 158776  29400 631684    0    0     0     0  512 1662 48 52  0  0  0
1585926035  5  0      0 158872  29400 631696    0    0     0   656  534 1856 46 54  0  0  0
1585926036  5  0      0 158912  29400 631696    0    0     0     0  503 1621 41 59  0  0  0
1585926037  5  0      0 157900  29408 631712    0    0     0    32  513 1669 44 56  0  0  0
1585926038  5  0      0 158664  29408 631728    0    0     0    32  532 1824 45 55  0  0  0
1585926039  5  0      0 158536  29408 631736    0    0     0     0  517 1667 42 58  0  0  0
1585926040  5  0      0 158600  29412 631732    0    0     0    20  522 1788 43 57  0  0  0
1585926041  5  0      0 158372  29412 631760    0    0     0     0  522 1914 56 44  0  0  0
1585926042  5  0      0 158568  29420 631772    0    0     0    72  512 1701 43 57  0  0  0
1585926043  5  0      0 158664  29420 631780    0    0     0     0  513 1742 41 59  0  0  0
1585926044  5  0      0 158536  29420 631780    0    0     0     0  510 1798 40 60  0  0  0
1585926045  5  0      0 158600  29420 631800    0    0     0     0  516 1736 47 53  0  0  0
1585926046  5  0      0 158504  29420 631812    0    0     0     0  520 1689 46 54  0  0  0
1585926047  5  0      0 158600  29428 631820    0    0     0    36  539 1871 48 52  0  0  0
1585926048  5  0      0 158688  29428 631832    0    0     0     0  525 1756 46 53  0  0  1
1585926049  0  0      0 161732  29428 631840    0    0     0     0  317 1103 29 31 41  0  0
1585926050  0  0      0 164852  29428 631840    0    0     0     0   62  288  0  1 99  0  0
1585926051 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585926051  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585926051  1  0      0 165748  29428 631840    0    0     0     0   51  145  0  0 100  0  0
1585926052  4  0      0 163280  29436 631848    0    0     0    16  230  647 21 22 57  0  0
1585926053  5  0      0 160232  29436 631864    0    0     0     0  515 1835 44 56  0  0  0
1585926054  5  0      0 159924  29436 631876    0    0     0     0  516 1756 46 54  0  0  0
1585926055  5  0      0 159896  29436 631884    0    0     0     0  522 1771 38 62  0  0  0
1585926056  5  0      0 159684  29436 631900    0    0     0     0  526 1898 45 55  0  0  0
1585926057  5  0      0 159748  29444 631908    0    0     0    20  520 1713 45 55  0  0  0
1585926058  5  0      0 159496  29444 631920    0    0     0     0  523 1718 46 54  0  0  0
1585926059  5  0      0 159592  29444 631928    0    0     0     0  533 1930 49 51  0  0  0
1585926060  5  0      0 159688  29444 631940    0    0     0     0  504 1680 41 59  0  0  0
1585926061  5  0      0 159428  29444 631948    0    0     0     0  518 1733 44 56  0  0  0
1585926062  5  0      0 159492  29452 631956    0    0     0    16  514 1815 46 54  0  0  0
1585926063  5  0      0 159524  29452 631964    0    0     0     0  490 1535 40 60  0  0  0
1585926064  5  0      0 159364  29452 631976    0    0     0     0  503 1628 41 59  0  0  0
1585926065  5  0      0 159460  29452 631984    0    0     0   360  498 1721 48 52  0  0  0
1585926066  5  0      0 159492  29452 631992    0    0     0     0  508 1645 40 60  0  0  0
1585926067  5  0      0 159364  29460 632004    0    0     0    28  544 1810 47 53  0  0  0
1585926068  5  0      0 159452  29460 632012    0    0     0     0  543 1901 46 54  0  0  0
1585926069  5  0      0 159392  29460 632024    0    0     0     0  512 1769 44 56  0  0  0
1585926070  5  0      0 159264  29460 632040    0    0     0     0  515 1747 44 56  0  0  0
1585926071  5  0      0 159392  29460 632052    0    0     0   188  518 1827 46 54  0  0  0
1585926072 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585926072  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585926072  6  0      0 159232  29468 632060    0    0     0    52  517 1765 51 49  0  0  0
1585926073  6  0      0 159204  29468 632072    0    0     0     0  503 1651 47 53  0  0  0
1585926074  5  0      0 159268  29468 632080    0    0     0     0  521 1857 44 56  0  0  0
1585926075  5  0      0 159188  29468 632092    0    0     0     0  527 1775 47 53  0  0  0
1585926076  5  0      0 159252  29468 632100    0    0     0     0  523 1850 42 58  0  0  0
1585926077  6  0      0 159124  29476 632108    0    0     0    16  509 1673 48 52  0  0  0
1585926078  5  0      0 159188  29476 632120    0    0     0     0  484 1569 44 56  0  0  0
1585926079  5  0      0 159284  29476 632128    0    0     0     0  516 1877 47 53  0  0  0
1585926080  5  0      0 159148  29476 632140    0    0     0     0  503 1647 41 59  0  0  0
1585926081  5  0      0 159120  29476 632148    0    0     0    16  535 1800 50 50  0  0  0
1585926082  5  0      0 158900  29484 632152    0    0     0    48  524 1877 49 51  0  0  0
1585926083  0  0      0 162168  29484 632168    0    0     0     0  298 1046 26 28 45  0  0
1585926084  0  0      0 165276  29484 632168    0    0     0     0   48  136  0  1 99  0  0
1585926085  0  0      0 165084  29484 632168    0    0     0     0   57  269  1  0 99  0  0
1585926086  4  0      0 163004  29484 632172    0    0     0     4  273  829 22 27 51  0  0
1585926087  5  0      0 159800  29484 632184    0    0     0     0  519 1836 42 58  0  0  0
1585926088  5  0      0 159276  29492 632196    0    0     0    16  529 1845 46 54  0  0  0
1585926089  5  0      0 159180  29492 632204    0    0     0     0  501 1546 49 51  0  0  0
1585926090  5  0      0 159244  29492 632216    0    0     0    32  525 1768 44 56  0  0  0
1585926091  5  0      0 159024  29492 632224    0    0     0     0  530 1896 45 55  0  0  0
1585926092  5  0      0 159088  29492 632236    0    0     0     0  517 1717 51 49  0  0  0
1585926093 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585926093  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585926093  6  0      0 159152  29500 632244    0    0     0    96  530 1741 50 50  0  0  0
1585926094  5  0      0 158760  29500 632264    0    0     0     0  497 1745 45 55  0  0  0
1585926095  5  0      0 158856  29500 632276    0    0     0     0  522 1762 45 55  0  0  0
1585926096  5  0      0 158760  29500 632284    0    0     0   276  607 2251 41 59  0  0  0
1585926097  5  0      0 158856  29500 632296    0    0     0     0  526 1865 45 55  0  0  0
1585926098  5  0      0 158760  29508 632312    0    0     0    68  533 1825 41 59  0  0  0
1585926099  5  0      0 158824  29508 632320    0    0     0     0  526 1794 43 57  0  0  0
1585926100  5  0      0 158728  29508 632332    0    0     0     0  532 1909 49 51  0  0  0
1585926101  5  0      0 158808  29508 632340    0    0     0    64  574 1871 46 54  0  0  0
1585926102  5  0      0 158904  29508 632352    0    0     0     0  526 1811 49 51  0  0  0
1585926103  5  0      0 158808  29516 632360    0    0     0    36  536 1979 47 53  0  0  0
1585926104  6  0      0 158780  29516 632372    0    0     0     0  539 1742 45 55  0  0  0
1585926105  5  0      0 158684  29516 632380    0    0     0     0  511 1689 43 57  0  0  0
1585926106  5  0      0 158740  29516 632392    0    0     0     8  514 1723 46 54  0  0  0
1585926107  5  0      0 158644  29516 632404    0    0     0     0  527 1829 46 54  0  0  0
1585926108  5  0      0 158616  29524 632416    0    0     0    44  515 1752 43 57  0  0  0
1585926109  5  0      0 158520  29524 632428    0    0     0     0  508 1871 44 56  0  0  0
1585926110  5  0      0 158616  29524 632436    0    0     0     0  536 1844 48 52  0  0  0
1585926111  5  0      0 158488  29524 632448    0    0     0   316  555 1885 48 52  0  0  0
1585926112  5  0      0 158616  29524 632460    0    0     0     0  517 1881 46 54  0  0  0
1585926113  5  0      0 158488  29532 632468    0    0     0    20  514 1740 46 54  0  0  0
1585926114 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585926114  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585926114  6  0      0 158584  29532 632480    0    0     0     0  523 1801 48 52  0  0  0
1585926115  5  0      0 158520  29532 632488    0    0     0     0  542 2009 47 53  0  0  0
1585926116  5  0      0 158552  29532 632500    0    0     0     0  509 1708 47 53  0  0  0
1585926117  5  0      0 158648  29532 632512    0    0     0     0  518 1794 48 52  0  0  0
1585926118  5  0      0 158584  29540 632520    0    0     0    36  525 1899 43 57  0  0  0
1585926119  0  0      0 161380  29540 632528    0    0     0     0  311 1162 23 32 44  0  0
1585926120  0  0      0 163496  29540 632528    0    0     0     0   53  146  1  1 98  0  0
1585926121  0  0      0 163520  29540 632528    0    0     0     0   55  274  0  1 99  0  0
1585926122  4  0      0 161128  29540 632532    0    0     0     4  217  529 20 19 61  0  0
1585926123  5  0      0 157736  29548 632540    0    0     0    16  502 1561 52 48  0  0  0
1585926124  5  0      0 157428  29548 632548    0    0     0     0  498 1718 47 53  0  0  0
1585926125  5  0      0 157368  29548 632560    0    0     0     0  504 1608 41 59  0  0  0
1585926126  6  0      0 156380  29548 632572    0    0     0     0  522 1765 40 60  0  0  0
1585926127  5  0      0 157492  29548 632584    0    0     0   288  533 1965 49 51  0  0  0
1585926128  5  0      0 157356  29556 632596    0    0     0    48  533 1812 46 54  0  0  0
1585926129  5  0      0 157204  29556 632608    0    0     0     0  514 1764 35 65  0  0  0
1585926130  5  0      0 156984  29556 632620    0    0     0     0  519 1885 47 53  0  0  0
1585926131  5  0      0 156584  29556 632632    0    0     0     0  523 1772 46 54  0  0  0
1585926132  5  0      0 156648  29556 632640    0    0     0    16  516 1729 46 54  0  0  0
1585926133  5  0      0 156552  29564 632656    0    0     0    56  547 1996 46 54  0  0  0
1585926134  5  0      0 156648  29564 632664    0    0     0     0  519 1786 51 49  0  0  0
1585926135 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585926135  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585926135  6  0      0 156552  29564 632676    0    0     0     0  523 1777 51 49  0  0  0
1585926136  5  0      0 156648  29564 632692    0    0     0     0  522 1873 49 51  0  0  0
1585926137  5  0      0 155512  29564 632700    0    0     0    72  527 1762 40 60  0  0  0
1585926138  5  0      0 155896  29572 632712    0    0     0    28  519 1764 47 53  0  0  0
1585926139  5  0      0 155628  29572 632720    0    0     0     0  526 1902 43 57  0  0  0
1585926140  5  0      0 156848  29572 632732    0    0     0     0  521 1826 40 60  0  0  0
1585926141  5  0      0 156752  29572 632740    0    0     0     0  540 1843 48 52  0  0  0
1585926142  5  0      0 156848  29580 632744    0    0     0    32  547 1976 48 52  0  0  0
1585926143  5  0      0 156752  29580 632764    0    0     0     0  502 1674 47 53  0  0  0
1585926144  5  0      0 156816  29580 632772    0    0     0     0  515 1744 46 54  0  0  0
1585926145  5  0      0 156720  29580 632784    0    0     0     0  523 1875 43 57  0  0  0
1585926146  6  0      0 156824  29580 632792    0    0     0     0  537 1883 50 50  0  0  0
1585926147  5  0      0 156736  29580 632804    0    0     0   284  541 1817 45 55  0  0  0
1585926148  5  0      0 156740  29588 632820    0    0     0    20  521 1844 45 55  0  0  0
1585926149  5  0      0 156772  29588 632828    0    0     0     0  504 1694 44 56  0  0  0
1585926150  5  0      0 156676  29588 632840    0    0     0    32  515 1732 41 59  0  0  0
1585926151  5  0      0 156616  29588 632848    0    0     0     0  507 1791 46 54  0  0  0
1585926152  5  0      0 156480  29588 632860    0    0     0     0  513 1644 50 50  0  0  0
1585926153  5  0      0 155668  29596 632868    0    0     0    48  502 1587 54 46  0  0  0
1585926154  5  0      0 155144  29596 632880    0    0     0     0  493 1489 43 57  0  0  0
1585926155  5  0      0 156396  29596 632888    0    0     0     0  517 1765 46 54  0  0  0
1585926156 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585926156  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585926156  6  0      0 156492  29596 632900    0    0     0     0  525 1777 46 54  0  0  0
1585926157  5  0      0 156396  29596 632908    0    0     0     0  514 1882 46 54  0  0  0
1585926158  5  0      0 156460  29604 632920    0    0     0   360  517 1704 44 56  0  0  0
1585926159  0  0      0 159636  29604 632928    0    0     0     0  280 1039 19 27 54  0  0
1585926160  0  0      0 162620  29604 632928    0    0     0     0   68  306  1  1 98  0  0
1585926161  0  0      0 162620  29604 632928    0    0     0     0   33   98  0  0 100  0  0
1585926162  4  0      0 160256  29604 632940    0    0     0     0  312  946 25 32 43  0  0
1585926163  5  0      0 157384  29612 632956    0    0     0    60  532 1955 47 53  0  0  0
1585926164  5  0      0 156760  29612 632968    0    0     0     0  513 1750 49 51  0  0  0
1585926165  5  0      0 156692  29612 632976    0    0     0     0  519 1748 49 51  0  0  0
1585926166  5  0      0 156628  29612 632988    0    0     0     0  530 1943 44 56  0  0  0
1585926167  5  0      0 156700  29612 632996    0    0     0     0  516 1763 47 53  0  0  0
