1585922624 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585922624  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585922920  0  0      0 391588  23444 420688    0    0     0     0   23   93  0  0 100  0  0
1585922921  0  0      0 391588  23444 420688    0    0     0     0   24   97  0  0 100  0  0
1585922922  0  0      0 391588  23452 420688    0    0     0    12   46  266  0  0 100  0  0
1585922923  0  0      0 391620  23452 420688    0    0     0     0   26   94  0  0 100  0  0
1585922924  0  0      0 391628  23452 420688    0    0     0     0   42  134  0  0 100  0  0
1585922925  0  0      0 391660  23452 420688    0    0     0     0   43  271  0  1 99  0  0
1585922926  0  0      0 391660  23452 420688    0    0     0     0   35  127  0  1 99  0  0
1585922927  0  0      0 391660  23460 420688    0    0     0    48   43  131  0  1 99  0  0
1585922928  0  0      0 391660  23460 420688    0    0     0     0   39  198  0  0 100  0  0
1585922929  0  0      0 391660  23460 420688    0    0     0     0   24   94  0  1 99  0  0
1585922930  0  0      0 391660  23460 420688    0    0     0     0   45  137  0  0 100  0  0
1585922931  0  0      0 391684  23460 420688    0    0     0     0   44  242  1  1 98  0  0
1585922932  0  0      0 391684  23468 420688    0    0     0    40   36  115  0  0 100  0  0
1585922933  0  0      0 391684  23468 420688    0    0     0     0   33  115  0  0 100  0  0
1585922934  0  0      0 391684  23468 420688    0    0     0     0   36  232  1  1 98  0  0
1585922935  0  0      0 391716  23468 420688    0    0     0     0   28  113  0  0 100  0  0
1585922936  0  0      0 391716  23468 420688    0    0     0     0   28  102  0  0 100  0  0
1585922937  0  0      0 391724  23476 420688    0    0     0    12   50  224  0  1 99  0  0
1585922938  0  0      0 391724  23476 420688    0    0     0     0   24   94  0  0 100  0  0
1585922939 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585922939  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585922939  1  0      0 391724  23476 420688    0    0     0     0   26  102  0  0 100  0  0
1585922940  0  0      0 391724  23476 420688    0    0     0     0   35  211  0  1 99  0  0
1585922941  0  0      0 391756  23476 420688    0    0     0     0   27   98  0  0 100  0  0
1585922942  0  0      0 391596  23484 420732    0    0    44    12   69  234  1  2 97  0  0
1585922943  0  0      0 391596  23484 420732    0    0     0   244   70  300  1  0 98  1  0
1585922944  0  0      0 391580  23484 420732    0    0     0     0   27  101  0  0 100  0  0
1585922945  0  0      0 391580  23484 420732    0    0     0     0   34  141  0  1 99  0  0
1585922946  0  0      0 391612  23484 420732    0    0     0     0   37  251  0  0 100  0  0
1585922947  0  0      0 391612  23492 420736    0    0     0    32   36  117  0  0 100  0  0
1585922948  0  0      0 391612  23492 420736    0    0     0     8   34  108  0  0 100  0  0
1585922949  0  0      0 391612  23492 420736    0    0     0     0   40  252  0  0 100  0  0
1585922950  0  0      0 391660  23492 420736    0    0     0     0   39  121  0  0 100  0  0
1585922951  0  0      0 391660  23492 420736    0    0     0     0   26   96  0  0 100  0  0
1585922952  0  0      0 391660  23500 420736    0    0     0    48   46  225  1  1 98  0  0
1585922953  0  0      0 391660  23500 420736    0    0     0     0   32  103  0  0 100  0  0
1585922954  0  0      0 391660  23500 420736    0    0     0     0   27  104  0  1 99  0  0
1585922955  0  0      0 391692  23500 420736    0    0     0     0   73  391  1  1 98  0  0
1585922956  0  0      0 391684  23500 420736    0    0     0     0   35  122  0  0 100  0  0
1585922957  0  0      0 391716  23508 420736    0    0     0    28   39  115  0  1 99  0  0
1585922958  0  0      0 391716  23508 420736    0    0     0     8   47  259  1  0 99  0  0
1585922959  0  0      0 391716  23508 420736    0    0     0     0   27   96  0  0 100  0  0
1585922960 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585922960  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585922960  1  0      0 391716  23508 420736    0    0     0     0   22   92  0  0 100  0  0
1585922961  0  0      0 391748  23508 420736    0    0     0     0   35  256  1  0 99  0  0
1585922962  0  0      0 391748  23516 420736    0    0     0    20   34  110  0  0 100  0  0
1585922963  0  0      0 391756  23516 420736    0    0     0    44   35  114  0  0 100  0  0
1585922964  0  0      0 391564  23516 420736    0    0     0     0   44  259  0  1 99  0  0
1585922965  0  0      0 391596  23516 420736    0    0     0     0   38  127  0  0 100  0  0
1585922966  0  0      0 391596  23516 420736    0    0     0     0   24  101  0  0 100  0  0
1585922967  0  0      0 391596  23524 420736    0    0     0    12   38  257  0  1 98  1  0
1585922968  0  0      0 391596  23524 420736    0    0     0     0   34  102  0  0 100  0  0
1585922969  0  0      0 390672  23524 420736    0    0     0     0   46  142  1  1 98  0  0
1585922970  0  0      0 391496  23524 420740    0    0     0     0   50  342  0  1 99  0  0
1585922971  0  0      0 391496  23524 420740    0    0     0     0   30   98  0  0 100  0  0
1585922972  0  0      0 391496  23532 420740    0    0     0    28   41  136  0  0 100  0  0
1585922973  0  0      0 391496  23532 420744    0    0     0   232   67  296  1  0 99  0  0
1585922974  0  0      0 391528  23532 420744    0    0     0     0   43  132  0  0 100  0  0
1585922975  0  0      0 391528  23532 420744    0    0     0     0   27  117  0  0 100  0  0
1585922976  0  0      0 391536  23532 420744    0    0     0     0   39  267  0  1 99  0  0
1585922977  0  0      0 391536  23540 420744    0    0     0    36   38  111  0  0 99  1  0
1585922978  0  0      0 391536  23540 420744    0    0     0    16   32  106  0  0 100  0  0
1585922979  0  0      0 391568  23540 420744    0    0     0     0   47  243  1  0 99  0  0
1585922980  0  0      0 391568  23540 420744    0    0     0     0   36  114  0  1 99  0  0
1585922981 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585922981  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585922981  1  0      0 391568  23540 420744    0    0     0     0   22   92  0  0 100  0  0
1585922982  0  0      0 391568  23548 420744    0    0     0    28   46  293  0  1 99  0  0
1585922983  0  0      0 391584  23548 420744    0    0     0     0   37  106  0  0 99  0  1
1585922984  0  0      0 391584  23548 420744    0    0     0     0  109  495  1  2 97  0  0
1585922985  0  0      0 391616  23548 420744    0    0     0     0   45  270  0  0 100  0  0
1585922986  0  0      0 391616  23548 420744    0    0     0     0   93  235  1  0 99  0  0
1585922987  0  0      0 391616  23556 420748    0    0     0    12   42  117  0  0 100  0  0
1585922988  0  0      0 391616  23556 420748    0    0     0     0   26  237  1  0 99  0  0
1585922989  0  0      0 391440  23556 420748    0    0     0    20   57  130  0  0 100  0  0
1585922990  0  0      0 391440  23556 420748    0    0     0     0   23   90  0  0 100  0  0
1585922991  0  0      0 391440  23556 420748    0    0     0     0   34  250  0  1 99  0  0
1585922992  0  0      0 391440  23564 420748    0    0     0    48   51  131  0  0 97  3  0
1585922993  0  0      0 391440  23564 420748    0    0     0     0   23   94  0  0 100  0  0
1585922994  0  0      0 391440  23564 420748    0    0     0     0   44  264  0  1 99  0  0
1585922995  0  0      0 391464  23564 420748    0    0     0     0   42  139  0  1 99  0  0
1585922996  0  0      0 391464  23564 420748    0    0     0     0   27  102  0  0 100  0  0
1585922997  0  0      0 390704  23572 420748    0    0     0    12   58  288  1  1 98  0  0
1585922998  2  0      0 390364  23572 420748    0    0     0     0   43  127  1  0 99  0  0
1585922999  0  0      0 390364  23572 420748    0    0     0     0   28  107  0  0 100  0  0
1585923000  0  0      0 390364  23572 420748    0    0     0     0   30  249  0  0 100  0  0
1585923001  0  0      0 391404  23572 420856    0    0   108     0   58  210  0  1 99  0  0
1585923002 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585923002  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585923002  1  0      0 391412  23580 420856    0    0     0    28   47  142  0  0 100  0  0
1585923003  0  0      0 392444  23580 420856    0    0     0     0   42  278  1  1 98  0  0
1585923004  0  0      0 392444  23580 420856    0    0     0    52   45  114  0  0 100  0  0
1585923005  0  0      0 392444  23580 420856    0    0     0     0   33  121  0  0 100  0  0
1585923006  0  0      0 392444  23580 420856    0    0     0     0   42  266  0  2 98  0  0
1585923007  0  0      0 392476  23588 420856    0    0     0    12   49  121  0  0 100  0  0
1585923008  0  0      0 392476  23588 420856    0    0     0     0   22   90  0  0 100  0  0
1585923009  0  0      0 392468  23588 420856    0    0     0     0   33  260  0  1 99  0  0
1585923010  0  0      0 392468  23588 420856    0    0     0     0   35  105  0  1 99  0  0
1585923011  0  0      0 392500  23588 420856    0    0     0     0   37  116  0  0 100  0  0
1585923012  0  0      0 392500  23596 420856    0    0     0    32   34  247  0  1 89 10  0
1585923013  0  0      0 392308  23596 420856    0    0     0     0   30   98  0  0 100  0  0
1585923014  0  0      0 392216  23596 420856    0    0     0     0   67  243  1  1 98  0  0
1585923015  0  0      0 392704  23596 420856    0    0     0     0   45  224  0  0 100  0  0
1585923016  0  0      0 392720  23596 420856    0    0     0     0   30  111  0  0 100  0  0
1585923017  0  0      0 392720  23604 420856    0    0     0    28   39  118  0  0 100  0  0
1585923018  0  0      0 392720  23604 420856    0    0     0     0   27  191  0  0 100  0  0
1585923019  0  0      0 392752  23604 420856    0    0     0   256   52  128  0  0 99  1  0
1585923020  0  0      0 392752  23604 420856    0    0     0     0   31  102  0  1 99  0  0
1585923021  0  0      0 392740  23604 420856    0    0    20     0   58  358  2  2 96  0  0
1585923022  0  0      0 391768  23612 420876    0    0     0    28   64  162  1  0 99  0  0
1585923023 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585923023  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585923023  1  0      0 392808  23612 420876    0    0     0     0   43  189  0  1 99  0  0
1585923024  0  0      0 392808  23612 420876    0    0     0     0   32  264  0  0 100  0  0
1585923025  0  0      0 392808  23612 420876    0    0     0     4   48  143  1  1 98  0  0
1585923026  0  0      0 392808  23612 420876    0    0     0     0   32  118  0  0 100  0  0
1585923027  0  0      0 392808  23620 420876    0    0     0    28   41  258  0  0 100  0  0
1585923028  0  0      0 392848  23620 420880    0    0     0     0   41  128  0  0 100  0  0
1585923029  0  0      0 392848  23620 420880    0    0     0     0   26   98  0  0 100  0  0
1585923030  0  0      0 392848  23620 420880    0    0     0     0   28  193  0  1 99  0  0
1585923031  0  0      0 392880  23620 420880    0    0     0     0   31   97  0  0 100  0  0
1585923032  0  0      0 392880  23628 420880    0    0     0    32   41  124  0  0 100  0  0
1585923033  0  0      0 392880  23628 420880    0    0     0     0   27  240  0  0 100  0  0
1585923034  0  0      0 392688  23628 420880    0    0     0     0   34   96  0  0 100  0  0
1585923035  0  0      0 392680  23628 420880    0    0     0     8   47  140  0  0 100  0  0
1585923036  0  0      0 392680  23628 420880    0    0     0     0   34  258  0  1 99  0  0
1585923037  0  0      0 392712  23636 420880    0    0     0    12   43  122  0  0 100  0  0
1585923038  0  0      0 392712  23636 420880    0    0     0     0   26  102  0  1 99  0  0
1585923039  0  0      0 392712  23636 420880    0    0     0     0   32  193  0  0 100  0  0
1585923040  0  0      0 392744  23636 420880    0    0     0   280   74  162  0  0 99  1  0
1585923041  0  0      0 392744  23636 420880    0    0     0     0   35  119  0  0 100  0  0
1585923042  0  0      0 392752  23644 420880    0    0     0    24   40  258  0  1 99  0  0
1585923043  0  0      0 392752  23644 420880    0    0     0     0   38  102  0  0 100  0  0
1585923044 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585923044  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585923044  1  0      0 392752  23644 420880    0    0     0     0   31  110  0  0 100  0  0
1585923045  0  0      0 392156  23644 420880    0    0     0     0   47  299  1  0 99  0  0
1585923046  0  0      0 392032  23644 420880    0    0     0     0   41  127  0  1 99  0  0
1585923047  0  0      0 392032  23652 420880    0    0     0    12   39  123  1  0 99  0  0
1585923048  0  0      0 392024  23652 420880    0    0     0     0   46  227  0  1 99  0  0
1585923049  0  0      0 392056  23652 420880    0    0     0     0   35   96  0  0 100  0  0
1585923050  0  0      0 392056  23652 420880    0    0     0     0   27  100  0  0 100  0  0
1585923051  0  0      0 392056  23652 420880    0    0     0     0   29  242  1  0 99  0  0
1585923052  0  0      0 392088  23660 420880    0    0     0    32   40  117  0  0 100  0  0
1585923053  0  0      0 392088  23660 420880    0    0     0     0   30  106  1  0 99  0  0
1585923054  0  0      0 392096  23660 420880    0    0     0     0   37  258  0  1 99  0  0
1585923055  0  0      0 392096  23660 420880    0    0     0     0   38  117  0  0 100  0  0
1585923056  0  0      0 392096  23660 420880    0    0     0     0   30  107  0  0 100  0  0
1585923057  0  0      0 392096  23668 420880    0    0     0    12   36  253  1  0 99  0  0
1585923058  0  0      0 392004  23668 420880    0    0     0     0   29   93  0  0 100  0  0
1585923059  0  0      0 392004  23668 420880    0    0     0     0   27   99  0  0 100  0  0
1585923060  0  0      0 391812  23668 420880    0    0     0     0   30  240  0  1 99  0  0
1585923061  0  0      0 391836  23668 420880    0    0     0     0   40  117  0  0 100  0  0
1585923062  0  0      0 391836  23676 420880    0    0     0    12   35  113  0  0 99  1  0
1585923063  1  0      0 391836  23676 420880    0    0     0     0   33  106  0  1 99  0  0
1585923064  0  0      0 391836  23676 420880    0    0     0     0   32  234  0  0 100  0  0
1585923065 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585923065  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585923065  1  0      0 391836  23676 420880    0    0     0     0   33  123  0  0 100  0  0
1585923066  0  0      0 391712  23676 420880    0    0     0     0   28  116  0  0 100  0  0
1585923067  0  0      0 391744  23684 420880    0    0     0    12   47  268  1  0 99  0  0
1585923068  0  0      0 391752  23684 420888    0    0     0     0   33  112  0  0 100  0  0
1585923069  0  0      0 391752  23684 420888    0    0     0     0   33  111  0  0 100  0  0
1585923070  0  0      0 391768  23684 420888    0    0     0     0   60  358  1  1 98  0  0
1585923071  0  0      0 391768  23684 420888    0    0     0     8   32  101  0  1 99  0  0
1585923072  0  0      0 391768  23692 420888    0    0     0    44   42  118  1  0 99  0  0
1585923073  0  0      0 391800  23692 420888    0    0     0     0   44  208  0  0 100  0  0
1585923074  0  0      0 391792  23692 420888    0    0     0     0   42  134  0  1 99  0  0
1585923075  0  0      0 391792  23692 420888    0    0     0     0   31  116  0  0 100  0  0
1585923076  0  0      0 391824  23692 420888    0    0     0    36   45  266  1  0 99  0  0
1585923077  0  0      0 391824  23700 420888    0    0     0    12   38  114  0  1 99  0  0
1585923078  0  0      0 391824  23700 420888    0    0     0     0   31  112  0  0 100  0  0
1585923079  0  0      0 391824  23700 420888    0    0     0     0   42  267  0  0 100  0  0
1585923080  0  0      0 391824  23700 420888    0    0     0     0   33  118  0  0 100  0  0
1585923081  0  0      0 391832  23700 420888    0    0     0   212   41  114  0  0 100  0  0
1585923082  0  0      0 391864  23708 420888    0    0     0    32   48  209  1  0 99  0  0
1585923083  0  0      0 391864  23708 420888    0    0     0     0   31  102  0  0 100  0  0
1585923084  0  0      0 391864  23708 420888    0    0     0     0   25   95  0  0 100  0  0
1585923085  0  0      0 391604  23708 420904    0    0     0     0   98  499  1  4 95  0  0
1585923086 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585923086  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585923086  1  0      0 391604  23708 420904    0    0     0     0   27  103  0  0 100  0  0
1585923087  0  0      0 391588  23716 420912    0    0     0    28   55  163  0  0 100  0  0
1585923088  0  0      0 391620  23716 420912    0    0     0     0   40  221  0  1 99  0  0
1585923089  0  0      0 391620  23716 420912    0    0     0     0   26   98  0  1 99  0  0
1585923090  0  0      0 391620  23716 420912    0    0     0     0   31  112  0  0 100  0  0
1585923091  0  0      0 391620  23716 420912    0    0     0     0   41  223  0  1 99  0  0
1585923092  0  0      0 391620  23724 420912    0    0     0    32   40  128  1  0 98  1  0
1585923093  0  0      0 391628  23724 420912    0    0     0     0   38  121  0  0 100  0  0
1585923094  0  0      0 391660  23724 420912    0    0     0     0   42  246  0  1 99  0  0
1585923095  0  0      0 391660  23724 420912    0    0     0     0   36  125  0  0 100  0  0
1585923096  0  0      0 391660  23724 420912    0    0     0     0   30  107  0  0 100  0  0
1585923097  0  0      0 391692  23732 420912    0    0     0    12   42  208  0  1 99  0  0
1585923098  0  0      0 391692  23732 420912    0    0     0     0   28  103  0  0 100  0  0
1585923099  0  0      0 391692  23732 420912    0    0     0     0   30  101  0  0 100  0  0
1585923100  0  0      0 391088  23732 420912    0    0     0     0   49  278  1  1 98  0  0
1585923101  0  0      0 390832  23732 420912    0    0     0     0   35  112  0  0 100  0  0
1585923102  0  0      0 390584  23740 420912    0    0     0    28   42  118  0  1 99  0  0
1585923103  0  0      0 390392  23740 420912    0    0     0     0   49  254  1  0 99  0  0
1585923104  0  0      0 390300  23740 420912    0    0     0     0  115  586  0  1 99  0  0
1585923105  0  0      0 391432  23740 420912    0    0     0     0   49  170  0  0 100  0  0
1585923106  0  0      0 391556  23740 420912    0    0     0     0  107  357  1  1 98  0  0
1585923107 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585923107  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585923107  1  0      0 391564  23748 420912    0    0     0    40   37  111  1  0 98  1  0
1585923108  0  0      0 391564  23748 420916    0    0     0     0   31  120  0  0 100  0  0
1585923109  0  0      0 391596  23748 420916    0    0     0     0   35  237  0  0 100  0  0
1585923110  0  0      0 391596  23748 420916    0    0     0     0   25   90  0  0 100  0  0
1585923111  0  0      0 391596  23748 420916    0    0     0     0   27   98  1  0 99  0  0
1585923112  0  0      0 391628  23756 420916    0    0     0    60   51  252  1  0 99  0  0
1585923113  0  0      0 391620  23756 420916    0    0     0     0   41  121  0  1 99  0  0
1585923114  0  0      0 391620  23756 420916    0    0     0     0   49  140  0  0 100  0  0
1585923115  0  0      0 391620  23756 420916    0    0     0     0   50  276  0  1 99  0  0
1585923116  0  0      0 391620  23756 420916    0    0     0     0   31  103  0  0 100  0  0
1585923117  0  0      0 391648  23764 420916    0    0     0   328   91  265  2  1 96  1  0
1585923118  0  0      0 391684  23764 420916    0    0     0     0   43  247  0  0 99  0  1
1585923119  0  0      0 391560  23764 420916    0    0     0     0   39  118  0  0 100  0  0
1585923120  0  0      0 391568  23764 420916    0    0     0     0   35  107  1  0 99  0  0
1585923121  0  0      0 391692  23764 420916    0    0     0     0   41  197  0  1 99  0  0
1585923122  0  0      0 391692  23772 420916    0    0     0    44   36  105  0  0 100  0  0
1585923123  0  0      0 391692  23772 420916    0    0     0     0   29  100  0  0 100  0  0
1585923124  0  0      0 391532  23772 420916    0    0     0     0   41  253  0  1 99  0  0
1585923125  0  0      0 391532  23772 420916    0    0     0     0   29  113  0  0 100  0  0
1585923126  0  0      0 391524  23772 420916    0    0     0     0   31  112  0  1 99  0  0
1585923127  0  0      0 391524  23780 420916    0    0     0    12   44  261  0  1 99  0  0
1585923128 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585923128  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585923128  1  0      0 391556  23780 420916    0    0     0     0   24   92  0  0 100  0  0
1585923129  0  0      0 391432  23780 420916    0    0     0     0   36  126  0  1 99  0  0
1585923130  0  0      0 391464  23780 420916    0    0     0     0   42  254  1  1 98  0  0
1585923131  0  0      0 391464  23780 420916    0    0     0     0   27   97  0  0 100  0  0
1585923132  0  0      0 391464  23788 420916    0    0     0    32   34  109  0  0 100  0  0
1585923133  0  0      0 391504  23788 420916    0    0     0     8   56  280  0  1 99  0  0
1585923134  0  0      0 391504  23788 420916    0    0     0     0   28  101  0  0 100  0  0
1585923135  0  0      0 391504  23788 420916    0    0     0     0   31  118  0  0 100  0  0
1585923136  0  0      0 391504  23788 420916    0    0     0     0   40  258  0  0 100  0  0
1585923137  0  0      0 391504  23796 420916    0    0     0    20   31  103  0  1 99  0  0
1585923138  0  0      0 391504  23796 420916    0    0     0   244   56  138  0  0 99  1  0
1585923139  0  0      0 391528  23796 420916    0    0     0     0   51  272  0  1 99  0  0
1585923140  0  0      0 391528  23796 420916    0    0     0     0   31  109  0  0 100  0  0
1585923141  0  0      0 391528  23796 420916    0    0     0     0   28  108  0  0 100  0  0
1585923142  0  0      0 391560  23804 420916    0    0     0    12   52  284  0  1 99  0  0
1585923143  0  0      0 391560  23804 420916    0    0     0     0   28  102  1  0 99  0  0
1585923144  0  0      0 391560  23804 420916    0    0     0     0   26   97  0  0 100  0  0
1585923145  0  0      0 391560  23804 420916    0    0     0     0   48  248  0  1 99  0  0
1585923146  0  0      0 391568  23804 420916    0    0     0     0   33  119  0  0 100  0  0
1585923147  0  0      0 391380  23812 420916    0    0     0    12   75  247  1  1 98  0  0
1585923148  0  0      0 391440  23812 420916    0    0     0     0   47  266  0  1 99  0  0
1585923149 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585923149  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585923149  1  0      0 391440  23812 420916    0    0     0     0   28  100  0  0 100  0  0
1585923150  0  0      0 391440  23812 420920    0    0     0     0   27  115  0  0 100  0  0
1585923151  0  0      0 391440  23812 420920    0    0     0     0   39  201  0  1 99  0  0
1585923152  0  0      0 391432  23820 420920    0    0     0    36   44  132  0  1 99  0  0
1585923153  0  0      0 391432  23820 420920    0    0     0     0   26   96  0  0 100  0  0
1585923154  0  0      0 391464  23820 420920    0    0     0     0   47  205  0  0 100  0  0
1585923155  0  0      0 391464  23820 420920    0    0     0     0   29  108  1  0 99  0  0
1585923156  2  0      0 390604  24204 421260    0    0   384     0  176  633  1  6 92  1  0
1585923157  0  0      0 390604  24212 421260    0    0     0    28   53  269  0  1 99  0  0
1585923158  0  0      0 390604  24212 421260    0    0     0     0   23   93  0  0 100  0  0
1585923159  0  0      0 390612  24212 421260    0    0     0     0   35  131  0  0 100  0  0
1585923160  0  0      0 390644  24212 421260    0    0     0     0   48  270  1  0 99  0  0
1585923161  0  0      0 390644  24212 421260    0    0     0     0   22   94  0  0 100  0  0
1585923162  0  0      0 390644  24220 421260    0    0     0    20   31  105  0  0 100  0  0
1585923163  1  0      0 389512  24220 421260    0    0     0     0   55  314  2  0 98  0  0
1585923164  0  0      0 390676  24220 421264    0    0     0     0   41  145  0  0 100  0  0
1585923165  0  0      0 391792  24220 421264    0    0     0     0   44  160  0  1 99  0  0
1585923166  0  0      0 391632  24220 421264    0    0     0     0   47  281  1  0 99  0  0
1585923167  0  0      0 391508  24228 421264    0    0     0    28   45  143  0  1 99  0  0
1585923168  0  0      0 391508  24228 421264    0    0     0     0   33  111  0  0 100  0  0
1585923169  0  0      0 391540  24228 421264    0    0     0     8   43  255  0  0 100  0  0
1585923170 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585923170  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585923170  1  0      0 391540  24228 421264    0    0     0     0   30  102  0  1 99  0  0
1585923171  0  0      0 391540  24228 421264    0    0     0     0   28  112  0  0 100  0  0
1585923172  0  0      0 391540  24236 421264    0    0     0    40   51  223  1  0 99  0  0
1585923173  0  0      0 391540  24236 421264    0    0     0     0   30  106  0  0 100  0  0
1585923174  0  0      0 391540  24236 421264    0    0     0     0   27   94  0  0 100  0  0
1585923175  0  0      0 391572  24236 421264    0    0     0     0   43  218  1  0 99  0  0
1585923176  0  0      0 391572  24236 421264    0    0     0     0   26   97  0  0 100  0  0
1585923177  0  0      0 391572  24244 421264    0    0     0    12   32  105  0  0 100  0  0
1585923178  0  0      0 390836  24244 421264    0    0     0     0   79  332  1  1 98  0  0
1585923179  0  0      0 390472  24244 421264    0    0     0   424   78  178  0  0 99  1  0
1585923180  0  0      0 390472  24244 421264    0    0     0     0   33  103  0  1 99  0  0
1585923181  0  0      0 390504  24244 421264    0    0     0     0   39  202  1  1 98  0  0
1585923182  0  0      0 391636  24252 421268    0    0     0    36   57  208  0  0 99  1  0
1585923183  0  0      0 391636  24252 421268    0    0     0     0   26   94  0  0 100  0  0
1585923184  0  0      0 391668  24252 421268    0    0     0    28   41  249  1  1 98  0  0
1585923185  0  0      0 391676  24252 421268    0    0     0     0   42  137  0  1 99  0  0
1585923186  0  0      0 391708  24268 421268    0    0     0   192   47  143  0  0 100  0  0
1585923187  0  0      0 391708  24268 421268    0    0     0     0   43  251  0  0 100  0  0
1585923188  0  0      0 391740  24276 421268    0    0     0    32   39  121  0  0 100  0  0
1585923189  0  0      0 391740  24276 421268    0    0     0     0   30  102  0  0 100  0  0
1585923190  0  0      0 391548  24276 421268    0    0     0     0   45  209  0  1 99  0  0
1585923191 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585923191  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585923191  1  0      0 391540  24276 421272    0    0     0     0   34  115  0  1 99  0  0
1585923192  0  0      0 391572  24276 421272    0    0     0     0   51  147  0  0 100  0  0
1585923193  0  0      0 391572  24276 421272    0    0     0     0   59  232  0  1 99  0  0
1585923194  0  0      0 391604  24284 421272    0    0     0    20   40  124  0  0 98  2  0
1585923195  0  0      0 391604  24284 421272    0    0     0     0   52  147  0  1 99  0  0
1585923196  0  0      0 391636  24284 421272    0    0     0     0   41  215  1  1 98  0  0
1585923197  0  0      0 391636  24284 421272    0    0     0     0   26   98  0  0 100  0  0
1585923198  0  0      0 391644  24284 421272    0    0     0     0   30  110  0  0 100  0  0
1585923199  0  0      0 391676  24292 421272    0    0     0    12   59  223  0  0 99  1  0
1585923200  0  0      0 391676  24292 421272    0    0     0     8   33  104  0  0 100  0  0
1585923201  0  0      0 391676  24292 421272    0    0     0     0   22   90  0  0 100  0  0
1585923202  0  0      0 391676  24292 421272    0    0     0     0   41  205  0  0 100  0  0
1585923203  0  0      0 391676  24292 421272    0    0     0     0   27   99  0  0 100  0  0
1585923204  0  0      0 391700  24300 421272    0    0     0    20   69  159  0  0 100  0  0
1585923205  0  0      0 391732  24300 421272    0    0     0   124   76  296  0  1 98  1  0
1585923206  0  0      0 391732  24300 421272    0    0     0     0   27  100  1  0 99  0  0
1585923207  0  0      0 391572  24300 421272    0    0     0     0   44  130  0  0 100  0  0
1585923208  0  0      0 391572  24300 421272    0    0     0     0   39  256  0  1 99  0  0
1585923209  0  0      0 391572  24308 421272    0    0     0    32   43  128  0  1 99  0  0
1585923210  0  0      0 391572  24308 421272    0    0     0     0   27   99  0  0 100  0  0
1585923211  0  0      0 390728  24308 421272    0    0     0     0   67  295  0  1 99  0  0
1585923212 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1585923212  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
1585923212  1  0      0 391552  24308 421272    0    0     0     0   80  333  1  2 97  0  0
1585923213  0  0      0 391552  24308 421272    0    0     0     0   29  125  0  0 100  0  0
1585923214  0  0      0 391552  24316 421272    0    0     0    28   43  252  0  1 99  0  0
1585923215  0  0      0 391552  24316 421272    0    0     0     0   32  122  0  0 100  0  0
1585923216  0  0      0 391552  24316 421272    0    0     0     0   23   95  0  0 100  0  0
1585923217  0  0      0 391576  24316 421272    0    0     0     0   39  219  0  0 100  0  0
1585923218  0  0      0 391576  24316 421272    0    0     0     0   44  120  1  0 99  0  0
1585923219  0  0      0 391608  24324 421272    0    0     0    12   45  125  0  0 100  0  0
1585923220  0  0      0 391416  24324 421272    0    0     0     0   42  250  0  1 99  0  0
1585923221  0  0      0 391416  24324 421272    0    0     0     0   27  100  0  1 99  0  0
1585923222  0  0      0 391416  24324 421272    0    0     0     0   28  103  1  0 99  0  0
1585923223  0  0      0 391416  24324 421272    0    0     0     0   38  192  0  0 100  0  0
