1585489977-0000-000|1483916072254915|1483916076264528|4009613|00013444
1585489977-0000-000|1483916133097766|1483916138439048|5341282|00012208
1585489977-0000-000|1483916194444255|1483916198517525|4073270|00009734
1585489977-0000-000|1483916254046147|1483916258344536|4298389|00009714
1585489977-0000-000|1483916315743110|1483916319858617|4115507|00011472
1585489977-0000-000|1483916376114714|1483916380118724|4004010|00010076
1585489977-0000-000|1483916436191098|1483916440133484|3942386|00009691
1585489977-0000-000|1483916495630283|1483916499791351|4161068|00009635
1585489977-0000-000|1483916556530063|1483916561015683|4485620|00011027
1585489977-0000-000|1483916616451219|1483916620627611|4176392|00009508
1585489977-0000-000|1483916676728110|1483916681246870|4518760|00010386
1585489977-0000-000|1483916737018866|1483916741043242|4024376|00009601
1585489977-0000-000|1483916798551640|1483916803587205|5035565|00012454
1585489977-0000-000|1483916859314664|1483916863556520|4241856|00009760
1585489977-0000-000|1483916919145927|1483916923101188|3955261|00009316
1585489977-0000-000|1483916978686663|1483916982649477|3962814|00009387
1585489977-0000-000|1483917038234680|1483917042342487|4107807|00009503
1585489977-0000-000|1483917098130349|1483917102561566|4431217|00010313
1585489977-0000-000|1483917158702532|1483917162901723|4199191|00010033
1585489977-0000-000|1483917219636065|1483917225072588|5436523|00011990
1585489977-0000-000|1483917280597505|1483917284762240|4164735|00009505
1585489977-0000-000|1483917340502921|1483917344666263|4163342|00009673
1585489977-0000-000|1483917401467453|1483917405744345|4276892|00010915
1585489977-0000-000|1483917461286851|1483917465417319|4130468|00009612
1585489977-0000-000|1483917520984718|1483917525119921|4135203|00009447
1585489977-0000-000|1483917580691485|1483917584634469|3942984|00009330
1585489977-0000-000|1483917641191214|1483917647098849|5907635|00012467
1585489977-0000-000|1483917704240723|1483917709646680|5405957|00012319
1585489977-0000-000|1483917766508864|1483917771163051|4654187|00011401
1585489977-0000-000|1483917828533414|1483917833674004|5140590|00012353
1585489977-0000-000|1483917889581593|1483917893709606|4128013|00009862
1585489977-0000-000|1483917949770998|1483917953897526|4126528|00010017
1585489977-0000-000|1483918009738968|1483918013728511|3989543|00009537
1585489977-0000-000|1483918069382262|1483918073332894|3950632|00009401
1585489977-0000-000|1483918129391509|1483918133771430|4379921|00010525
1585489977-0000-000|1483918189368451|1483918193256442|3887991|00009134
1585489977-0000-000|1483918249486613|1483918253461724|3975111|00010248
1585489977-0000-000|1483918309471729|1483918313609850|4138121|00009900
1585489977-0000-000|1483918371067747|1483918376654340|5586593|00012989
1585489977-0000-000|1483918433430580|1483918438887975|5457395|00012089
1585489977-0000-000|1483918494642228|1483918498872555|4230327|00009792
1585489977-0000-000|1483918556310870|1483918562242198|5931328|00013226
1585489977-0000-000|1483918617793421|1483918621867702|4074281|00009288
1585489977-0000-000|1483918677644635|1483918682394463|4749828|00010401
1585489977-0000-000|1483918738113399|1483918742301945|4188546|00009719
1585489977-0000-000|1483918798013062|1483918802395603|4382541|00009989
1585489977-0000-000|1483918858198131|1483918862402910|4204779|00009832
1585489977-0000-000|1483918918024592|1483918921955953|3931361|00009355
1585489977-0000-000|1483918977529368|1483918981595648|4066280|00009505
1585489977-0000-000|1483919037003535|1483919040994499|3990964|00009269
1585489977-0000-000|1483919097366585|1483919102625497|5258912|00011520
1585489977-0000-000|1483919159754096|1483919165789116|6035020|00013058
1585489977-0000-000|1483919221600144|1483919225956315|4356171|00009886
1585489977-0000-000|1483919281667024|1483919285606298|3939274|00009546
1585489977-0000-000|1483919343035092|1483919347254370|4219278|00011441
