1585489990-0000-000|1483928365513199|1483928373402495|7889296|00020469
1585489990-0000-000|1483928430218378|1483928437859180|7640802|00014313
1585489990-0000-000|1483928493638434|1483928499106571|5468137|00011083
1585489990-0000-000|1483928554854426|1483928560080206|5225780|00010713
1585489990-0000-000|1483928615337700|1483928620826768|5489068|00010651
1585489990-0000-000|1483928676370910|1483928681662886|5291976|00010623
1585489990-0000-000|1483928737405066|1483928742912561|5507495|00011101
1585489990-0000-000|1483928798639693|1483928803933193|5293500|00010879
1585489990-0000-000|1483928859602293|1483928865097708|5495415|00010934
1585489990-0000-000|1483928920803018|1483928926067879|5264861|00010745
1585489990-0000-000|1483928981602582|1483928986871127|5268545|00010730
1585489990-0000-000|1483929042411493|1483929047731439|5319946|00010946
1585489990-0000-000|1483929103633618|1483929109197032|5563414|00011103
1585489990-0000-000|1483929165532256|1483929170927247|5394991|00011427
1585489990-0000-000|1483929226703595|1483929232291211|5587616|00011226
1585489990-0000-000|1483929289327573|1483929295646642|6319069|00013243
1585489990-0000-000|1483929351371736|1483929356962698|5590962|00010993
1585489990-0000-000|1483929412609821|1483929418034042|5424221|00010941
1585489990-0000-000|1483929473948990|1483929479555699|5606709|00011408
1585489990-0000-000|1483929535785190|1483929541212602|5427412|00011598
1585489990-0000-000|1483929598246592|1483929603825282|5578690|00012294
1585489990-0000-000|1483929659822018|1483929665304845|5482827|00011302
1585489990-0000-000|1483929720977233|1483929726557208|5579975|00011043
1585489990-0000-000|1483929782461793|1483929788136835|5675042|00011610
1585489990-0000-000|1483929844302270|1483929849546208|5243938|00011049
1585489990-0000-000|1483929905503731|1483929910770540|5266809|00011040
1585489990-0000-000|1483929966337466|1483929971606756|5269290|00010773
1585489990-0000-000|1483930028266368|1483930036096979|7830611|00014376
1585489990-0000-000|1483930091734463|1483930097663682|5929219|00011396
1585489990-0000-000|1483930154786000|1483930160428485|5642485|00012567
1585489990-0000-000|1483930216068719|1483930221354462|5285743|00010660
