1585489960-0000-000|1483898344360499|1483898346489471|2128972|00013020
1585489960-0000-000|1483898402633033|1483898404848210|2215177|00008395
1585489960-0000-000|1483898460853271|1483898463146811|2293540|00008023
1585489960-0000-000|1483898518813908|1483898520878523|2064615|00007532
1585489960-0000-000|1483898576247615|1483898578252500|2004885|00007149
1585489960-0000-000|1483898634370422|1483898636675565|2305143|00008362
1585489960-0000-000|1483898692705006|1483898694966563|2261557|00008158
1585489960-0000-000|1483898750690480|1483898753041437|2350957|00007960
1585489960-0000-000|1483898809035753|1483898811570030|2534277|00008274
1585489960-0000-000|1483898867277380|1483898869488585|2211205|00007796
1585489960-0000-000|1483898925419938|1483898927528448|2108510|00007830
1585489960-0000-000|1483898983477459|1483898985506974|2029515|00007819
1585489960-0000-000|1483899040896505|1483899042942178|2045673|00007200
1585489960-0000-000|1483899098499382|1483899100595654|2096272|00007602
1585489960-0000-000|1483899156144542|1483899158299518|2154976|00007514
1585489960-0000-000|1483899214351505|1483899216349343|1997838|00007859
1585489960-0000-000|1483899271970482|1483899274017297|2046815|00007556
1585489960-0000-000|1483899329832149|1483899331924443|2092294|00007821
1585489960-0000-000|1483899387474721|1483899389525316|2050595|00007299
1585489960-0000-000|1483899445162462|1483899447209256|2046794|00007581
1585489960-0000-000|1483899503146716|1483899505357308|2210592|00008008
1585489960-0000-000|1483899561272834|1483899563306912|2034078|00007792
1585489960-0000-000|1483899619298751|1483899621355712|2056961|00007919
1585489960-0000-000|1483899677462701|1483899679478654|2015953|00007871
1585489960-0000-000|1483899734920967|1483899737432437|2511470|00007759
1585489960-0000-000|1483899793246063|1483899795285409|2039346|00007758
1585489960-0000-000|1483899851684418|1483899853781080|2096662|00008423
1585489960-0000-000|1483899910141126|1483899912299190|2158064|00008166
1585489960-0000-000|1483899968235159|1483899970492135|2256976|00008158
1585489960-0000-000|1483900030662420|1483900032935253|2272833|00012434
1585489960-0000-000|1483900088618796|1483900090827056|2208260|00007535
1585489960-0000-000|1483900146553567|1483900148954158|2400591|00007980
1585489960-0000-000|1483900205355895|1483900207287165|1931270|00008125
1585489960-0000-000|1483900262779160|1483900264834758|2055598|00007474
1585489960-0000-000|1483900320271122|1483900322463027|2191905|00007424
1585489960-0000-000|1483900378118154|1483900380291302|2173148|00007675
1585489960-0000-000|1483900436283944|1483900438292887|2008943|00007853
1585489960-0000-000|1483900495217505|1483900497347601|2130096|00008966
1585489960-0000-000|1483900552984083|1483900555162575|2178492|00007546
1585489960-0000-000|1483900611071333|1483900613398936|2327603|00008219
1585489960-0000-000|1483900669329085|1483900671427833|2098748|00007750
1585489960-0000-000|1483900727114556|1483900729189104|2074548|00007555
1585489960-0000-000|1483900784706325|1483900786761538|2055213|00007441
1585489960-0000-000|1483900842649753|1483900844717833|2068080|00007851
1585489960-0000-000|1483900900143506|1483900902173907|2030401|00007243
1585489960-0000-000|1483900958123385|1483900960296356|2172971|00007968
1585489960-0000-000|1483901016143135|1483901018133136|1990001|00007685
1585489960-0000-000|1483901073859310|1483901076157063|2297753|00007888
1585489960-0000-000|1483901131654503|1483901133768188|2113685|00007457
1585489960-0000-000|1483901189558385|1483901191736693|2178308|00008122
1585489960-0000-000|1483901247735128|1483901249719203|1984075|00007461
1585489960-0000-000|1483901306662604|1483901308847155|2184551|00009102
1585489960-0000-000|1483901364556239|1483901366524887|1968648|00007465
1585489960-0000-000|1483901422183413|1483901424429637|2246224|00007668
1585489960-0000-000|1483901480078282|1483901482160296|2082014|00007499
1585489960-0000-000|1483901539055493|1483901542092471|3036978|00010055
1585489960-0000-000|1483901599325831|1483901602287773|2961942|00009823
1585489960-0000-000|1483901658287897|1483901660579973|2292076|00008152
1585489960-0000-000|1483901716411798|1483901718536689|2124891|00007681
1585489960-0000-000|1483901774350184|1483901776375157|2024973|00007587
1585489960-0000-000|1483901833787685|1483901836674953|2887268|00010285
1585489960-0000-000|1483901892420792|1483901894402144|1981352|00007464
1585489960-0000-000|1483901950307753|1483901952303753|1996000|00007649
1585489960-0000-000|1483902008549583|1483902010576419|2026836|00008227
1585489960-0000-000|1483902066486086|1483902068497334|2011248|00007644
1585489960-0000-000|1483902124678101|1483902126888607|2210506|00008258
1585489960-0000-000|1483902182445172|1483902184589994|2144822|00007530
1585489960-0000-000|1483902240401385|1483902242393198|1991813|00007628
1585489960-0000-000|1483902299380146|1483902301846637|2466491|00009300
1585489960-0000-000|1483902358141383|1483902360401360|2259977|00008510
1585489960-0000-000|1483902415917582|1483902418129654|2212072|00007412
1585489960-0000-000|1483902473858290|1483902475874234|2015944|00007715
1585489960-0000-000|1483902532999293|1483902535425713|2426420|00009389
1585489960-0000-000|1483902591310531|1483902593284139|1973608|00007519
1585489960-0000-000|1483902648735964|1483902650851788|2115824|00007442
1585489960-0000-000|1483902706347145|1483902708330427|1983282|00007335
1585489960-0000-000|1483902764294935|1483902766319287|2024352|00007894
1585489960-0000-000|1483902823070696|1483902825274809|2204113|00008861
1585489960-0000-000|1483902882651993|1483902885571260|2919267|00010165
1585489960-0000-000|1483902941392803|1483902943494773|2101970|00007652
1585489960-0000-000|1483902999305670|1483903001565153|2259483|00007875
1585489960-0000-000|1483903057464588|1483903059430126|1965538|00007702
1585489960-0000-000|1483903115527555|1483903117601437|2073882|00007938
1585489960-0000-000|1483903173528981|1483903176362537|2833556|00008710
1585489960-0000-000|1483903232209071|1483903234373928|2164857|00007814
1585489960-0000-000|1483903290330948|1483903292602736|2271788|00008123
1585489960-0000-000|1483903349233637|1483903351329868|2096231|00008610
1585489960-0000-000|1483903408296382|1483903411042531|2746149|00009555
1585489960-0000-000|1483903468063659|1483903470828728|2765069|00009581
1585489960-0000-000|1483903527918112|1483903530706896|2788784|00009682
1585489960-0000-000|1483903587583332|1483903589808838|2225506|00008871
1585489960-0000-000|1483903645463342|1483903647441393|1978051|00007402
1585489960-0000-000|1483903704329850|1483903706865545|2535695|00009448
1585489960-0000-000|1483903763260476|1483903765320194|2059718|00008182
1585489960-0000-000|1483903820947149|1483903823035799|2088650|00007566
1585489960-0000-000|1483903878670001|1483903880647304|1977303|00007392
1585489960-0000-000|1483903936356429|1483903938367312|2010883|00007532
1585489960-0000-000|1483903993632559|1483903995698173|2065614|00007182
1585489960-0000-000|1483904051267704|1483904053249223|1981519|00007365
1585489960-0000-000|1483904110407040|1483904113367171|2960131|00010122
