8000000;145.4
9000000;175.21
200000;4.28
5000000;114.51
2000000;51.24
1000000;22.59
1800000;53.71
6000000;122.23
10000000;192.31
600000;15.86
1700000;52.1
1900000;49.63
100000;2.6
1500000;43.99
1600000;43.87
700000;17.2
1100000;26.24
500000;9.76
1400000;41.8
7000000;134.24
300000;9.22
3000000;68.91
400000;9.39
4000000;78.37
800000;17.93
1300000;41.18
900000;19.39
1200000;38.08

