1585489983-0000-000|1483922185630991|1483922190402356|4771365|00014572
1585489983-0000-000|1483922246507777|1483922251717143|5209366|00011217
1585489983-0000-000|1483922308405451|1483922313158299|4752848|00011057
1585489983-0000-000|1483922368955287|1483922373812368|4857081|00010522
1585489983-0000-000|1483922431125875|1483922437916946|6791071|00014071
1585489983-0000-000|1483922493847507|1483922502549399|8701892|00016261
1585489983-0000-000|1483922561691913|1483922568222488|6530575|00013716
1585489983-0000-000|1483922625620693|1483922632126730|6506037|00013803
1585489983-0000-000|1483922689791114|1483922696284863|6493749|00014123
1585489983-0000-000|1483922753866757|1483922760636499|6769742|00014006
1585489983-0000-000|1483922816730333|1483922821603099|4872766|00010711
1585489983-0000-000|1483922877521193|1483922882389305|4868112|00010612
1585489983-0000-000|1483922938539580|1483922943751969|5212389|00011281
1585489983-0000-000|1483923001480779|1483923007882543|6401764|00014200
1585489983-0000-000|1483923064788368|1483923069720471|4932103|00011427
1585489983-0000-000|1483923126173964|1483923131377820|5203856|00011460
1585489983-0000-000|1483923188909594|1483923195420728|6511134|00014110
1585489983-0000-000|1483923253073530|1483923259356470|6282940|00013596
1585489983-0000-000|1483923315308472|1483923320030412|4721940|00010268
1585489983-0000-000|1483923375737417|1483923380542802|4805385|00010409
1585489983-0000-000|1483923436335054|1483923441139766|4804712|00010452
1585489983-0000-000|1483923496880363|1483923502050563|5170200|00010954
1585489983-0000-000|1483923557949734|1483923562694643|4744909|00010200
1585489983-0000-000|1483923618585131|1483923623253064|4667933|00010477
1585489983-0000-000|1483923678767752|1483923683622691|4854939|00010200
1585489983-0000-000|1483923738947691|1483923743628577|4680886|00009807
1585489983-0000-000|1483923799348620|1483923804668266|5319646|00011153
1585489983-0000-000|1483923860390916|1483923865419508|5028592|00010403
1585489983-0000-000|1483923921183688|1483923926726980|5543292|00011213
1585489983-0000-000|1483923982732635|1483923987533204|4800569|00010589
1585489983-0000-000|1483924043075469|1483924047918942|4843473|00010264
1585489983-0000-000|1483924103446316|1483924108557155|5110839|00010411
1585489983-0000-000|1483924165483326|1483924170131231|4647905|00011425
1585489983-0000-000|1483924226798788|1483924231638057|4839269|00011496
1585489983-0000-000|1483924288730426|1483924295348031|6617605|00013499
1585489983-0000-000|1483924351207266|1483924355975962|4768696|00010367
1585489983-0000-000|1483924412218970|1483924417428303|5209333|00011273
1585489983-0000-000|1483924473145208|1483924477864594|4719386|00010211
1585489983-0000-000|1483924535078916|1483924541969202|6890286|00014077
1585489983-0000-000|1483924600318783|1483924607002697|6683914|00014851
1585489983-0000-000|1483924664286655|1483924670950659|6664004|00013923
1585489983-0000-000|1483924726984024|1483924731625662|4641638|00010391
1585489983-0000-000|1483924787401904|1483924792128493|4726589|00010201
1585489983-0000-000|1483924848703080|1483924853550755|4847675|00011344
1585489983-0000-000|1483924909687233|1483924914227240|4540007|00010438
1585489983-0000-000|1483924969814793|1483924974490164|4675371|00010227
1585489983-0000-000|1483925030851369|1483925037882061|7030692|00013171
1585489983-0000-000|1483925093392248|1483925098298452|4906204|00010312
1585489983-0000-000|1483925154855093|1483925159550730|4695637|00011025
1585489983-0000-000|1483925215005291|1483925219549485|4544194|00009735
1585489983-0000-000|1483925275231370|1483925279866081|4634711|00010336
1585489983-0000-000|1483925337042543|1483925342111773|5069230|00012019
1585489983-0000-000|1483925398898224|1483925403724583|4826359|00011704
1585489983-0000-000|1483925459673729|1483925464396332|4722603|00010238
1585489983-0000-000|1483925520143419|1483925524830968|4687549|00010346
1585489983-0000-000|1483925582132838|1483925588887131|6754293|00014040
1585489983-0000-000|1483925646578522|1483925653480465|6901943|00014364
1585489983-0000-000|1483925710501663|1483925715151833|4650170|00011377
1585489983-0000-000|1483925771360863|1483925776305379|4944516|00011060
1585489983-0000-000|1483925832436114|1483925837136352|4700238|00010519
1585489983-0000-000|1483925892738873|1483925897335849|4596976|00010049
1585489983-0000-000|1483925953152021|1483925957911467|4759446|00010392
1585489983-0000-000|1483926013512480|1483926018105383|4592903|00010006
1585489983-0000-000|1483926073952736|1483926078633693|4680957|00010343
1585489983-0000-000|1483926134733079|1483926139747894|5014815|00011069
1585489983-0000-000|1483926195522745|1483926200175670|4652925|00010189
