1585574462-0008-000|1568402815119511|1568402989357158|174237647|1585574464|01643692
1585574462-0008-000|1568404899576474|1568405049796906|150220432|1585574466|02066790
1585574462-0008-000|1568406898408677|1568407043293375|144884698|1585574468|01995753
1585574462-0008-000|1568409051209250|1568409201992705|150783455|1585574470|02147955
1585574462-0008-000|1568411069991842|1568411244191076|174199234|1585574472|02039726
1585574462-0008-000|1568413234605531|1568413397786589|163181058|1585574475|02155948
1585574462-0008-000|1568415279083309|1568415431307403|152224094|1585574477|02043915
1585574462-0008-000|1568417288970851|1568417429001507|140030656|1585574479|01987859
1585574462-0008-000|1568419240802019|1568419387506855|146704836|1585574481|01967940
1585574462-0008-000|1568421285076969|1568421436807286|151730317|1585574483|02035749
1585574462-0008-000|1568423249342140|1568423397600002|148257862|1585574485|01959871
1585574462-0008-000|1568425252674153|1568425412825143|160150990|1585574487|02019872
1585574462-0008-000|1568427230119178|1568427397316103|167196925|1585574489|01985312
1585574462-0008-000|1568429218201404|1568429378113209|159911805|1585574491|01975342
1585574462-0008-000|1568431190045398|1568431333847743|143802345|1585574493|01962995
1585574462-0008-000|1568433179474902|1568433325606062|146131160|1585574495|01988147
1585574462-0008-000|1568435132436406|1568435265746283|133309877|1585574496|01937424
1585574462-0008-000|1568437138614636|1568437286608437|147993801|1585574499|02026016
1585574462-0008-000|1568439214626402|1568439362329425|147703023|1585574501|02075791
1585574462-0008-000|1568441154804685|1568441297519314|142714629|1585574503|01935981
1585574462-0008-000|1568443182445019|1568443323281843|140836824|1585574505|02028001
1585574462-0008-000|1568445208991478|1568445342359816|133368338|1585574507|02011103
1585574462-0008-000|1568447150024339|1568447293555110|143530771|1585574509|01952439
1585574462-0008-000|1568449108694250|1568449249303796|140609546|1585574510|01949505
1585574462-0008-000|1568451046393547|1568451204396215|158002668|1585574512|01958192
1585574462-0008-000|1568453030138183|1568453178082212|147944029|1585574514|01977829
1585574462-0008-000|1568454996603190|1568455196728473|200125283|1585574516|02014027
1585574462-0008-000|1568457000137994|1568457123964306|123826312|1585574518|01940188
1585574462-0008-000|1568458983678568|1568459128552466|144873898|1585574520|01994555
1585574462-0008-000|1568461046535783|1568461222796471|176260688|1585574522|02092806
1585574462-0008-000|1568463198802884|1568463344760272|145957388|1585574525|02127994
1585574462-0008-000|1568465102288644|1568465235870226|133581582|1585574526|01895728
1585574462-0008-000|1568467026173621|1568467204195495|178021874|1585574528|01956976
1585574462-0008-000|1568469006282923|1568469142211976|135929053|1585574530|01943619
1585574462-0008-000|1568470898287456|1568471050860392|152572936|1585574532|01901950
1585574462-0008-000|1568472915841509|1568473059188740|143347231|1585574534|02014121
1585574462-0008-000|1568474933959854|1568475072577084|138617230|1585574536|02004996
1585574462-0008-000|1568476836854637|1568477001188059|164333422|1585574538|01930326
1585574462-0008-000|1568478798531358|1568478949161716|150630358|1585574540|01945677
1585574462-0008-000|1568480758278092|1568480893353317|135075225|1585574542|01953218
1585574462-0008-000|1568482809714672|1568482983086768|173372096|1585574544|02091925
1585574462-0008-000|1568484882396833|1568485038153889|155757056|1585574546|02055902
1585574462-0008-000|1568486834160398|1568486975635359|141474961|1585574548|01939858
1585574462-0008-000|1568488782088314|1568488914880298|132791984|1585574550|01932803
1585574462-0008-000|1568490809708624|1568490953382493|143673869|1585574552|02034969
1585574462-0008-000|1568492848087544|1568492992464410|144376866|1585574554|02035836
1585574462-0008-000|1568494821723680|1568494959560003|137836323|1585574556|01979950
1585574462-0008-000|1568496804568360|1568496935137770|130569410|1585574558|01971765
1585574462-0008-000|1568498770208234|1568498921417764|151209530|1585574560|01973523
1585574462-0008-000|1568500782618478|1568500937271618|154653140|1585574562|02018151
1585574462-0008-000|1568502749980915|1568502878614678|128633763|1585574564|01955937
1585574462-0008-000|1568504770197972|1568504905026451|134828479|1585574566|02010159
1585574462-0008-000|1568506757211943|1568506883391015|126179072|1585574568|01993502
1585574462-0008-000|1568508687203644|1568508823105294|135901650|1585574570|01939942
1585574462-0008-000|1568510697333482|1568510835436926|138103444|1585574572|02007887
1585574462-0008-000|1568512666297307|1568512811868432|145571125|1585574574|01969559
1585574462-0008-000|1568514650245276|1568514801288864|151043588|1585574576|01986053
1585574462-0008-000|1568516626499567|1568516774974657|148475090|1585574578|01983814
1585574462-0008-000|1568518628710734|1568518763300872|134590138|1585574580|01991923
1585574462-0008-000|1568520708709293|1568520849209661|140500368|1585574582|02079866
1585574462-0008-000|1568522902116357|1568523076277979|174161622|1585574584|02216390
1585574462-0008-000|1568525018082692|1568525167775890|149693198|1585574586|02099385
1585574462-0008-000|1568526976517624|1568527114213007|137695383|1585574588|01943778
1585574462-0008-000|1568528973448558|1568529113255888|139807330|1585574590|02003842
1585574462-0008-000|1568530934718970|1568531071734047|137015077|1585574592|01963587
1585574462-0008-000|1568532880214661|1568533032364268|152149607|1585574594|01947391
1585574462-0008-000|1568534830203547|1568534973276674|143073127|1585574596|01940539
1585574462-0008-000|1568536794056854|1568536930555120|136498266|1585574598|01967785
1585574462-0008-000|1568538783495936|1568538923279539|139783603|1585574600|01989830
1585574462-0008-000|1568540755493240|1568540894740064|139246824|1585574602|01974954
1585574462-0008-000|1568542702610541|1568542843177810|140567269|1585574604|01946805
1585574462-0008-000|1568544646421806|1568544783410315|136988509|1585574606|01943923
1585574462-0008-000|1568546625284626|1568546759425625|134140999|1585574608|01979898
1585574462-0008-000|1568548596161208|1568548735855272|139694064|1585574610|01971998
1585574462-0008-000|1568550560799033|1568550702305047|141506014|1585574612|01951675
1585574462-0008-000|1568552542438120|1568552709117826|166679706|1585574614|02015813
1585574462-0008-000|1568554543647578|1568554683161895|139514317|1585574616|01979857
1585574462-0008-000|1568556558043454|1568556716800943|158757489|1585574618|02024781
1585574462-0008-000|1568558560830280|1568558690245214|129414934|1585574620|01983029
1585574462-0008-000|1568560566850480|1568560718495348|151644868|1585574622|02023802
1585574462-0008-000|1568562639423080|1568562777492375|138069295|1585574624|02053522
1585574462-0008-000|1568564633086349|1568564773851548|140765199|1585574626|01994222
1585574462-0008-000|1568566550684673|1568566701799487|151114814|1585574628|01925517
1585574462-0008-000|1568568470119065|1568568607193893|137074828|1585574630|01912222
1585574462-0008-000|1568570449985959|1568570591903895|141917936|1585574632|01978703
1585574462-0008-000|1568572350728420|1568572508934213|158205793|1585574634|01915027
1585574462-0008-000|1568574369671444|1568574523774073|154102629|1585574636|02011855
1585574462-0008-000|1568576345882549|1568576491656731|145774182|1585574638|01991858
1585574462-0008-000|1568578278249169|1568578432964678|154715509|1585574640|01917077
1585574462-0008-000|1568580398475640|1568580584701564|186225924|1585574642|02154658
1585574462-0008-000|1568582644379910|1568582786964783|142584873|1585574644|02215868
1585574462-0008-000|1568584756185075|1568584875343764|119158689|1585574646|02091829
1585574462-0008-000|1568586654165938|1568586793025045|138859107|1585574648|01901124
1585574462-0008-000|1568588575905526|1568588711295191|135389665|1585574650|01932343
1585574462-0008-000|1568590542945316|1568590681948421|139003105|1585574652|01965731
1585574462-0008-000|1568592533951124|1568592681414107|147462983|1585574654|01985788
1585574462-0008-000|1568594435688422|1568594588081222|152392800|1585574656|01906543
1585574462-0008-000|1568596484213472|1568596614145426|129931954|1585574658|02035815
1585574462-0008-000|1568598408888479|1568598549191825|140303346|1585574660|01927768
1585574462-0008-000|1568600316954492|1568600450270738|133316246|1585574662|01907795
