X Threads ServerTime TotalTime
1 1 52.95426908 -4.42938
2 10 104.2634874 -2.406059
3 20 104.2634874 -1.219967
4 30 110.031737718 0.72846166666667
5 40 155.76448532199 2.52212725
6 50 157.4099707666 84.5913842
7 60 81.490165918998 142.02984816667
8 70 80.321022142568 79.641176571429
9 80 173.14555062651 163.44149775
10 90 78.124915820558 283.732142
11 100 144.23743086049 60.7331811
