1585489996-0000-000|1483934559365904|1483934565557179|6191275|00016375
1585489996-0000-000|1483934621374108|1483934627569643|6195535|00011836
1585489996-0000-000|1483934683788928|1483934690025718|6236790|00012117
1585489996-0000-000|1483934747527524|1483934755047478|7519954|00014973
1585489996-0000-000|1483934811231486|1483934817337814|6106328|00012004
1585489996-0000-000|1483934873114068|1483934879038864|5924796|00011593
1585489996-0000-000|1483934935217430|1483934941465738|6248308|00012292
1585489996-0000-000|1483934997695418|1483935004365966|6670548|00012791
1585489996-0000-000|1483935060263723|1483935066599368|6335645|00011896
1585489996-0000-000|1483935122126784|1483935128195332|6068548|00011441
1585489996-0000-000|1483935183849576|1483935189870157|6020581|00011583
1585489996-0000-000|1483935247167102|1483935255902919|8735817|00016240
1585489996-0000-000|1483935313739699|1483935322514912|8775213|00016347
1585489996-0000-000|1483935378531168|1483935384676676|6145508|00011793
1585489996-0000-000|1483935440947339|1483935447226612|6279273|00012370
1585489996-0000-000|1483935503050670|1483935509516510|6465840|00012095
1585489996-0000-000|1483935565895762|1483935573316052|7420290|00013704
1585489996-0000-000|1483935629018209|1483935635340885|6322676|00011870
1585489996-0000-000|1483935692329107|1483935699197375|6868268|00013661
1585489996-0000-000|1483935755313250|1483935761752377|6439127|00012322
1585489996-0000-000|1483935817375217|1483935823799444|6424227|00011921
1585489996-0000-000|1483935879423172|1483935885644347|6221175|00011638
1585489996-0000-000|1483935941273486|1483935947628019|6354533|00011786
1585489996-0000-000|1483936003447136|1483936009501069|6053933|00011699
1585489996-0000-000|1483936066230421|1483936072191658|5961237|00012545
1585489996-0000-000|1483936127645223|1483936133685834|6040611|00011364
1585489996-0000-000|1483936190110173|1483936196085047|5974874|00012252
1585489996-0000-000|1483936251891822|1483936257962230|6070408|00011674
1585489996-0000-000|1483936313795502|1483936320205629|6410127|00011985
1585489996-0000-000|1483936375780327|1483936381839567|6059240|00011582
1585489996-0000-000|1483936438130032|1483936444739886|6609854|00012792
1585489996-0000-000|1483936500858180|1483936507245235|6387055|00012268
1585489996-0000-000|1483936563579388|1483936569846787|6267399|00012439
1585489996-0000-000|1483936625426043|1483936631669821|6243778|00011785
1585489996-0000-000|1483936688794741|1483936695486655|6691914|00013616
1585489996-0000-000|1483936751257971|1483936759756237|8498266|00014202
1585489996-0000-000|1483936815440888|1483936821409751|5968863|00011226
1585489996-0000-000|1483936876897649|1483936883903947|7006298|00012442
1585489996-0000-000|1483936939796893|1483936946221659|6424766|00012168
1585489996-0000-000|1483937003252598|1483937009288107|6035509|00014294
1585489996-0000-000|1483937066816696|1483937072929558|6112862|00012018
1585489996-0000-000|1483937128801251|1483937135392519|6591268|00012360
1585489996-0000-000|1483937191711345|1483937197936544|6225199|00012371
1585489996-0000-000|1483937253816843|1483937260067143|6250300|00012189
1585489996-0000-000|1483937317549342|1483937323788297|6238955|00013299
1585489996-0000-000|1483937380457339|1483937386924788|6467449|00012909
1585489996-0000-000|1483937442845180|1483937449343224|6498044|00012280
1585489996-0000-000|1483937505289449|1483937511380616|6091167|00012048
1585489996-0000-000|1483937567451883|1483937573495798|6043915|00011835
1585489996-0000-000|1483937629832459|1483937636067921|6235462|00012511
1585489996-0000-000|1483937691856168|1483937698481578|6625410|00012139
1585489996-0000-000|1483937754410417|1483937760729992|6319575|00012063
1585489996-0000-000|1483937816662674|1483937822917775|6255101|00012086
1585489996-0000-000|1483937878630410|1483937884649741|6019331|00011663
1585489996-0000-000|1483937940527846|1483937946738453|6210607|00011845
1585489996-0000-000|1483938002459988|1483938008362691|5902703|00011527
1585489996-0000-000|1483938064348112|1483938070396159|6048047|00011952
1585489996-0000-000|1483938126404560|1483938132472370|6067810|00011749
1585489996-0000-000|1483938188254283|1483938197209097|8954814|00014714
1585489996-0000-000|1483938255172545|1483938263315346|8142801|00015996
1585489996-0000-000|1483938319286582|1483938325573343|6286761|00012000
1585489996-0000-000|1483938381845903|1483938387793829|5947926|00011950
1585489996-0000-000|1483938443586410|1483938450138510|6552100|00012079
1585489996-0000-000|1483938505984836|1483938512092741|6107905|00011816
1585489996-0000-000|1483938567612087|1483938573638174|6026087|00011381
1585489996-0000-000|1483938630516077|1483938639321937|8805860|00015847
1585489996-0000-000|1483938695281141|1483938701654023|6372882|00011965
1585489996-0000-000|1483938757384144|1483938763463091|6078947|00011615
1585489996-0000-000|1483938819166977|1483938825277171|6110194|00011592
1585489996-0000-000|1483938881825963|1483938889865123|8039160|00014670
1585489996-0000-000|1483938946678295|1483938953117946|6439651|00012932
1585489996-0000-000|1483939008660419|1483939015115447|6455028|00011951
1585489996-0000-000|1483939070994356|1483939077640404|6646048|00012141
1585489996-0000-000|1483939133929912|1483939140091538|6161626|00012289
1585489996-0000-000|1483939197068902|1483939205345056|8276154|00015203
1585489996-0000-000|1483939261450921|1483939267863609|6412688|00012399
1585489996-0000-000|1483939325278289|1483939334072061|8793772|00016037
1585489996-0000-000|1483939389818738|1483939395772914|5954176|00011434
1585489996-0000-000|1483939451424623|1483939457489348|6064725|00011508
1585489996-0000-000|1483939513531630|1483939519732816|6201186|00012138
1585489996-0000-000|1483939575355888|1483939581697763|6341875|00011785
1585489996-0000-000|1483939637850428|1483939643915212|6064784|00012106
1585489996-0000-000|1483939701533266|1483939708959917|7426651|00014850
1585489996-0000-000|1483939764543164|1483939770573969|6030805|00011349
1585489996-0000-000|1483939826564779|1483939832888676|6323897|00012243
1585489996-0000-000|1483939890590885|1483939899254785|8663900|00016301
1585489996-0000-000|1483939956787040|1483939965653149|8866109|00016197
1585489996-0000-000|1483940021820328|1483940027750996|5930668|00011871
1585489996-0000-000|1483940083764846|1483940089790140|6025294|00011972
1585489996-0000-000|1483940145903429|1483940152137341|6233912|00012087
1585489996-0000-000|1483940207804752|1483940213846089|6041337|00011652
1585489996-0000-000|1483940269648361|1483940276725393|7077032|00012674
1585489996-0000-000|1483940333383361|1483940339516661|6133300|00012534
1585489996-0000-000|1483940394998956|1483940401256451|6257495|00011518
1585489996-0000-000|1483940456931648|1483940463095447|6163799|00011707
1585489996-0000-000|1483940519857731|1483940528470721|8612990|00015384
1585489996-0000-000|1483940585969318|1483940594847122|8877804|00016385
1585489996-0000-000|1483940651316616|1483940657233226|5916610|00011962
1585489996-0000-000|1483940713777074|1483940720445316|6668242|00013151
1585489996-0000-000|1483940776596648|1483940782820691|6224043|00012281
